imdb_id,actors,country,director,dvd,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,runtime,title,tomato_consensus,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,writer,year,budget,genres,homepage,tmdb_id,overview,tmdb_popularity,revenue,tagline,tmdb_vote_average,tmdb_vote_count,wiki_page
tt0983193,"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost","USA, New Zealand",Steven Spielberg,13 Mar 2012,7.4,"177,052",English,68,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,http://ia.media-imdb.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg,Paramount,PG,21 Dec 2011,107 min,The Adventures of Tintin,"Drawing deep from the classic Raiders of the Lost Ark playbook, Steven Spielberg has crafted another spirited, thrilling adventure in the form of Tintin.",certified,75,7.0,205,52,74,3.7,76629,"Steven Moffat (screenplay), Edgar Wright (screenplay), Joe Cornish (screenplay), Hergé (comic book series ""The Adventures of Tintin"")",2011,130000000,"[Adventure, Animation, Action, Family, Mystery]",http://www.us.movie.tintin.com/,17578,"Intrepid young reporter Tintin and his loyal dog Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock, and bumbling detectives Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",1.595623,371940071,"This year, discover how far adventure will take you.",6.6,1329,The Adventures of Tintin (film)
tt1650062,"Joel Courtney, Jessica Tuck, Joel McKinnon Miller, Ryan Lee",USA,J.J. Abrams,22 Nov 2011,7.1,"285,115",English,72,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",http://ia.media-imdb.com/images/M/MV5BMTM5NzkxMzQ5MF5BMl5BanBnXkFtZTcwNDYwMTA3NA@@._V1_SX300.jpg,Paramount Pictures,PG-13,10 Jun 2011,112 min,Super 8,"It may evoke memories of classic summer blockbusters a little too eagerly for some, but Super 8 has thrills, visual dazzle, and emotional depth to spare.",certified,82,7.4,270,49,75,3.7,133915,J.J. Abrams,2011,50000000,"[Thriller, Science Fiction, Mystery]",http://www.super8-movie.com/,37686,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",1.595014,260095987,It Arrives.,6.5,1327,Super 8 film
tt1192628,"Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty",USA,Gore Verbinski,15 Jul 2011,7.2,"182,807",English,75,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",http://ia.media-imdb.com/images/M/MV5BMjE5ODg1NTk3OF5BMl5BanBnXkFtZTcwNzA5NTMyNA@@._V1_SX300.jpg,Paramount Pictures,PG,04 Mar 2011,107 min,Rango,"Rango is a smart, giddily creative burst of beautifully animated entertainment, and Johnny Depp gives a colorful vocal performance as a household pet in an unfamiliar world.",certified,87,7.6,214,27,69,3.6,119006,"John Logan, John Logan (story), Gore Verbinski (story), James Ward Byrkit (story)",2011,135000000,"[Animation, Comedy, Family, Western, Adventure]",http://www.rangomovie.com/,44896,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",1.274891,245724603,Heroes come in all different colors.,6.5,1265,Rango (2011 film)
tt1499658,"Jason Bateman, Steve Wiebe, Kevin Spacey, Charlie Day",USA,Seth Gordon,11 Oct 2011,6.9,"352,742",English,57,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,http://ia.media-imdb.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_SX300.jpg,Warner Bros. Pictures,R,08 Jul 2011,98 min,Horrible Bosses,"It's nasty, uneven, and far from original, but thanks to a smartly assembled cast that makes the most of a solid premise, Horrible Bosses works.",fresh,68,6.2,208,66,70,3.6,105770,"Michael Markowitz (screenplay), John Francis Daley (screenplay), Jonathan Goldstein (screenplay), Michael Markowitz (story)",2011,35000000,"[Comedy, Crime]",http://horriblebossesmovie.warnerbros.com/index.html,51540,"For Nick (Jason Bateman), Kurt (Jason Sudeikis) and Dale (Charlie Day), the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses (Kevin Spacey, Colin Farrell, Jennifer Aniston) into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con (Jamie Foxx), the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",1.362258,117000000,Ever wish your boss was dead?,6.4,1238,Horrible Bosses
tt0409847,"Daniel Craig, Abigail Spencer, Buck Taylor, Matthew Taylor",USA,Jon Favreau,06 Dec 2011,6.0,"171,218","English, Apache languages",50,"A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way.",http://ia.media-imdb.com/images/M/MV5BMTM1MzkyNzQ3OV5BMl5BanBnXkFtZTcwMDk1NTg2NQ@@._V1_SX300.jpg,Universal Pictures,PG-13,29 Jul 2011,119 min,Cowboys & Aliens,"Daniel Craig and Harrison Ford are as dependably appealing as ever, but they're let down by director Jon Favreau's inability to smooth Cowboys & Aliens' jarring tonal shifts.",rotten,44,5.6,239,135,43,3.1,104046,"Roberto Orci (screenplay), Alex Kurtzman (screenplay), Damon Lindelof (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), Mark Fergus (screen story), Hawk Ostby (screen story), Steve Oedekerk (screen story), Scott Mitchell Rosenberg (Platinum Studios comic book)",2011,163000000,"[Action, Science Fiction, Thriller, Western]",http://www.cowboysandaliensmovie.com/,49849,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",1.372031,174822325,First Contact. Last Stand.,5.4,1224,Cowboys & Aliens
tt1632708,"Justin Timberlake, Mila Kunis, Patricia Clarkson, Jenna Elfman",USA,Will Gluck,02 Dec 2011,6.6,"267,966",English,63,"While trying to avoid the clichés of Hollywood romantic comedies, Dylan Harper and Jamie Rellis soon discover however that adding the act of sex to their friendship does lead to complications.",http://ia.media-imdb.com/images/M/MV5BMTQ2MzQ0NTk4N15BMl5BanBnXkFtZTcwMDc2NDYzNQ@@._V1_SX300.jpg,Sony/Screen Gems,R,22 Jul 2011,109 min,Friends with Benefits,"Friends with Benefits adds nothing new to its well-worn rom-com formula, but the chemistry between Justin Timberlake and Mila Kunis is almost enough to carry the movie by itself.",fresh,70,6.2,168,51,65,3.6,79907,"Keith Merryman (screenplay), David A. Newman (screenplay), Will Gluck (screenplay), Harley Peyton (story), Keith Merryman (story), David A. Newman (story)",2011,35000000,[Comedy],http://www.fwb-movie.com/,50544,"While trying to avoid the clichés of Hollywood romantic comedies, Dylan and Jamie soon discover however that adding the act of sex to their friendship does lead to complications.",1.465412,150483765,Some friends come with a happy ending.,6.4,1184,Friends with Benefits (film)
tt1216475,"Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer",USA,"John Lasseter, Brad Lewis",01 Nov 2011,6.3,"100,914","English, Japanese, Italian, French",57,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,http://ia.media-imdb.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg,Walt Disney Pictures/PIXAR,G,24 Jun 2011,106 min,Cars 2,"Cars 2 is as visually appealing as any other Pixar production, but all that dazzle can't disguise the rusty storytelling under the hood.",rotten,39,5.5,205,125,50,3.3,102061,"John Lasseter (original story by), Brad Lewis (original story by), Dan Fogelman (original story by), Ben Queen (screenplay)",2011,200000000,"[Animation, Family, Adventure, Comedy]",http://www.disney.go.com/cars/,49013,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,2.055473,559852396,Ka-ciao!,5.8,1179,Cars 2
tt0970179,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz",USA,Martin Scorsese,28 Feb 2012,7.5,"244,872",English,83,"Set in 1930s Paris, an orphan who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.",http://ia.media-imdb.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg,Paramount Studios,PG,23 Nov 2011,126 min,Hugo,"Hugo is an extravagant, elegant fantasy with an innocence lacking in many modern kids' movies, and one that emanates an unabashed love for the magic of cinema.",certified,94,8.3,205,13,78,3.9,81162,"John Logan (screenplay), Brian Selznick (book)",2011,170000000,"[Adventure, Drama, Family]",http://www.hugomovie.com/,44826,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",1.253123,185770160,One of the most legendary directors of our time takes you on an extraordinary adventure.,6.8,1122,Hugo
tt1302011,"Jack Black, Angelina Jolie Pitt, Dustin Hoffman, Gary Oldman",USA,Jennifer Yuh Nelson,13 Dec 2011,7.3,"182,104",English,67,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",http://ia.media-imdb.com/images/M/MV5BMTg4MTQ3NTI3Nl5BMl5BanBnXkFtZTcwNzEzODQ2NA@@._V1_SX300.jpg,Paramount Studios/Dreamworks,PG,26 May 2011,91 min,Kung Fu Panda 2,"The storyline arc may seem a tad familiar to fans of the original, but Kung Fu Panda 2 offers enough action, comedy, and visual sparkle to compensate.",certified,81,6.9,167,32,74,3.8,144402,"Jonathan Aibel, Glenn Berger",2011,150000000,"[Animation, Family]",http://www.kungfupanda.com/,49444,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",1.749063,665692281,Prepare for the Year of Awesomeness!,6.6,1052,Kung Fu Panda 2
tt1385826,"Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner",USA,George Nolfi,21 Jun 2011,7.1,"199,689",English,60,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,http://ia.media-imdb.com/images/M/MV5BMTU3ODg3MDAxMl5BMl5BanBnXkFtZTcwMjc0MDMzNA@@._V1_SX300.jpg,Universal Pictures,PG-13,04 Mar 2011,106 min,The Adjustment Bureau,"First-time writer/director George Nolfi struggles to maintain a consistent tone, but The Adjustment Bureau rises on the strong, believable chemistry of its stars.",fresh,72,6.6,247,69,67,3.5,103922,"George Nolfi (screenplay), Philip K. Dick (short story ""Adjustment Team"")",2011,50200000,"[Thriller, Romance, Fantasy]",http://www.theadjustmentbureau.com/,38050,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",1.993119,127869379,Fight for your fate.,6.4,996,The Adjustment Bureau
tt1092026,"Mia Stallard, Simon Pegg, Nick Frost, Jeremy Owen","USA, UK",Greg Mottola,09 Aug 2011,7.0,"191,928","English, Klingon",57,Two British comic-book geeks traveling across the U.S. encounter an alien outside Area 51.,http://ia.media-imdb.com/images/M/MV5BMTQzNzAwMTM3MV5BMl5BanBnXkFtZTcwNTE1MTAzNA@@._V1_SX300.jpg,Universal Pictures,R,18 Mar 2011,104 min,Paul,"It doesn't measure up to Pegg and Frost's best work, but Paul is an amiably entertaining -- albeit uneven -- road trip comedy with an intergalactic twist.",fresh,71,6.3,197,57,62,3.6,329802,"Simon Pegg, Nick Frost",2011,40000000,"[Adventure, Comedy, Science Fiction]",http://paulthemovie.co.uk/,39513,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",2.161313,97552050,Who's up for a close encounter?,6.4,978,Paul
tt1217613,"Aaron Eckhart, Ramon Rodriguez, Will Rothhaar, Cory Hardrict",USA,Jonathan Liebesman,14 Jun 2011,5.8,"154,770","English, Ukrainian",37,A squadron of U.S. Marines becomes the last line of defense against a global invasion.,http://ia.media-imdb.com/images/M/MV5BMjA2MjQ2MzMwMV5BMl5BanBnXkFtZTcwMjIwODgzNA@@._V1_SX300.jpg,Sony Pictures/Columbia Pictures,PG-13,11 Mar 2011,116 min,Battle Los Angeles,"Overlong and overly burdened with war movie clichÃ©s, Battle: Los Angeles will entertain only the most ardent action junkies.",rotten,35,4.8,199,130,48,3.1,93310,Christopher Bertolini,2011,70000000,"[Action, Science Fiction]",http://www.battlela.com,44943,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",0.948742,202466756,It's not war. It's survival.,5.5,961,Battle: Los Angeles
tt1478338,"Kristen Wiig, Terry Crews, Maya Rudolph, Tom Yi",USA,Paul Feig,20 Sep 2011,6.8,"215,431",English,75,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",http://ia.media-imdb.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg,Universal Studios,R,13 May 2011,125 min,Bridesmaids,"A marriage of genuine characters, gross out gags, and pathos, Bridesmaids is a female-driven comedy that refuses to be boxed in as Kristen Wiig emerges as a real star.",certified,90,7.6,269,27,76,3.9,160109,"Kristen Wiig, Annie Mumolo",2011,32500000,"[Romance, Comedy]",http://www.bridesmaidsmovie.com/,55721,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",1.410689,288383523,Save the date,6.5,950,Bridesmaids (2011 film)
tt1605783,"Owen Wilson, Rachel McAdams, Kurt Fuller, Mimi Kennedy","Spain, USA, France",Woody Allen,20 Dec 2011,7.7,"299,039","English, French, Spanish, German",81,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight.",http://ia.media-imdb.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,10 Jun 2011,94 min,Midnight in Paris,"It may not boast the depth of his classic films, but the sweetly sentimental Midnight in Paris is funny and charming enough to satisfy Woody Allen fans.",certified,93,7.8,208,15,83,4.0,80495,Woody Allen,2011,30000000,"[Fantasy, Comedy, Romance]",http://www.sonyclassics.com/midnightinparis,59436,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,1.608927,151119219,,7.2,939,Midnight in Paris
tt1464540,"Alex Pettyfer, Timothy Olyphant, Teresa Palmer, Dianna Agron",USA,D.J. Caruso,24 May 2011,6.1,"194,107","English, French",36,"Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story.",http://ia.media-imdb.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg,DreamWorks Studios,PG-13,18 Feb 2011,109 min,I Am Number Four,"It's positioned as the start of a franchise, but I Am Number Four's familiar plot and unconvincing performances add up to one noisy, derivative, and ultimately forgettable sci-fi thriller.",rotten,33,4.8,159,107,57,3.5,145066,"Alfred Gough (screenplay), Miles Millar (screenplay), Marti Noxon (screenplay), Jobie Hughes (novel), James Frey (novel)",2011,50000000,"[Action, Thriller, Science Fiction, Adventure]",http://www.findnumberfour.com/,46529,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",1.120906,144492830,Three like him have already been killed…he is Number Four.,6.0,909,I Am Number Four (film)
tt0978764,"Emily Browning, Abbie Cornish, Jena Malone, Vanessa Hudgens","USA, Canada",Zack Snyder,28 Jun 2011,6.1,"197,346","English, German",33,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",http://ia.media-imdb.com/images/M/MV5BZGM0ODJhNjUtN2ZkNC00NmQ5LTlhNGQtZjcxNmNlNzE5OWM3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,IMAX,PG-13,25 Mar 2011,110 min,Sucker Punch,"It's technically impressive and loaded with eye-catching images, but without characters or a plot to support them, all of Sucker Punch's visual thrills are for naught.",rotten,24,4.1,204,156,47,3.0,95853,"Zack Snyder (screenplay), Steve Shibuya (screenplay), Zack Snyder (story)",2011,82000000,"[Action, Fantasy, Thriller]",http://suckerpunchmovie.warnerbros.com,23629,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",1.145064,89792502,You Will Be Unprepared.,5.9,899,Sucker Punch (2011 film)
tt1454029,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer","USA, India, United Arab Emirates",Tate Taylor,06 Dec 2011,8.1,"318,305",English,62,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African-American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",http://ia.media-imdb.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_SX300.jpg,DreamWorks Studios,PG-13,10 Aug 2011,146 min,The Help,"Though arguably guilty of glossing over its racial themes, The Help rises on the strength of its cast -- particularly Viola Davis, whose performance is powerful enough to carry the film on its own.",certified,75,7.0,205,51,89,4.2,106242,"Tate Taylor (screenplay), Kathryn Stockett (novel)",2011,25000000,[Drama],http://thehelpmovie.com/#/splash,50014,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",0.739094,124272124,Change begins with a whisper.,7.5,890,The Help (film)
tt0448694,"Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton",USA,Chris Miller,24 Feb 2012,6.7,"113,343","English, Spanish",65,The events leading up to the sword fighting cat's meeting with Shrek and his friends.,http://ia.media-imdb.com/images/M/MV5BMTMxMTU5MTY4MV5BMl5BanBnXkFtZTcwNzgyNjg2NQ@@._V1_SX300.jpg,Paramount/Dreamworks,PG,28 Oct 2011,90 min,Puss in Boots,"It isn't deep or groundbreaking, but what it lacks in profundity, Puss in Boots more than makes up for with an abundance of wit, visual sparkle, and effervescent charm.",certified,84,6.8,143,23,67,3.6,78365,"Charles Perrault (character), Tom Wheeler (screenplay), Brian Lynch (story), William Davies (story), Tom Wheeler (story)",2011,130000000,"[Comedy, Animation, Family, Fantasy, Action]",http://www.pussinbootsthemovie.com/,58423,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",2.207028,554987477,Live for danger. Fight for justice. Pray for mercy.,6.2,885,Puss in Boots (2011 film)
