imdb_id,actors,country,director,dvd,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,runtime,title,tomato_consensus,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,writer,year,budget,genres,homepage,tmdb_id,overview,tmdb_popularity,revenue,tagline,tmdb_vote_average,tmdb_vote_count,wiki_page
tt1136608,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike","South Africa, USA, New Zealand, Canada",Neill Blomkamp,22 Dec 2009,8.0,"531,294","English, Nyanja, Afrikaans, Zulu, Xhosa, Southern Sotho",81.0,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,http://ia.media-imdb.com/images/M/MV5BMTM4OTI1OTM5NF5BMl5BanBnXkFtZTcwMzk5MTU1Mg@@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,14 Aug 2009,112 min,District 9,"Technically brilliant and emotionally wrenching, District 9 has action, imagination, and all the elements of a thoroughly entertaining science-fiction classic.",certified,90,7.8,296,31,82,3.5,1176632,"Neill Blomkamp, Terri Tatchell",2009,30000000,"[Action, Thriller, Science Fiction]",http://www.d-9.com/,17654,"Aliens land in South Africa and have no way home. Years later after living in a slum and wearing out their welcome the ""Non-Humans"" are being moved to a new tent city overseen by Multi-National United (MNU). The movie follows an MNU employee tasked with leading the relocation and his relationship with one of the alien leaders.",3.035973,210819611,You are not welcome here.,7.1,1904,District 9
tt1156398,"Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin",USA,Ruben Fleischer,02 Feb 2010,7.7,"385,447",English,73.0,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",http://ia.media-imdb.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,R,02 Oct 2009,88 min,Zombieland,"Wickedly funny and featuring plenty of gore, Zombieland is proof that the zombie subgenre is far from dead.",certified,89,7.4,237,25,86,3.5,640619,"Rhett Reese, Paul Wernick",2009,23600000,"[Comedy, Horror]",http://www.zombieland.com/,19908,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",2.615067,102391382,This place is so dead,7.1,1904,Zombieland
tt0409459,"Malin Akerman, Billy Crudup, Matthew Goode, Jackie Earle Haley",USA,Zack Snyder,21 Jul 2009,7.7,"391,306",English,56.0,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",http://ia.media-imdb.com/images/M/MV5BMTc0NjI2OTYxMF5BMl5BanBnXkFtZTcwMTcxMjkyMg@@._V1_SX300.jpg,Warner Bros. Pictures,R,06 Mar 2009,162 min,Watchmen,"Gritty and visually striking, Watchmen is a faithful adaptation of Alan Moore's graphic novel, but its complex narrative structure may make it difficult for it to appeal to viewers not already familiar with the source material.",fresh,65,6.3,294,104,70,3.4,1054258,"David Hayter (screenplay), Alex Tse (screenplay), Dave Gibbons (graphic novel illustrator)",2009,130000000,"[Action, Mystery, Science Fiction]",,13183,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",2.656748,185258983,Justice is coming to all of us.  No matter what we do.,6.8,1563,Watchmen (film)
tt1013752,"Vin Diesel, Paul Walker, Jordana Brewster, Michelle Rodriguez",USA,Justin Lin,27 Jul 2009,6.6,"202,876",English,45.0,"Brian O'Conner, now working for the FBI in LA, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",http://ia.media-imdb.com/images/M/MV5BMTQwNDA2MTg3Nl5BMl5BanBnXkFtZTcwNTg3MzIyMg@@._V1_SX300.jpg,Universal Pictures,PG-13,03 Apr 2009,107 min,Fast & Furious,"While Fast and Furious features the requisite action and stunts, the filmmakers have failed to provide a competent story or compelling characters.",rotten,28,4.5,173,124,67,3.7,490326,"Chris Morgan, Gary Scott Thompson (characters)",2009,85000000,"[Action, Crime, Drama, Thriller]",http://www.fastandfuriousmovie.net,13804,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",2.013246,363164265,New Model. Original Parts.,6.4,1543,Fast & Furious (2009 film)
tt0438488,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter","USA, Germany, UK, Italy",McG,01 Dec 2009,6.6,"285,502","English, Italian",49.0,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",http://ia.media-imdb.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,21 May 2009,115 min,Terminator Salvation,"With storytelling as robotic as the film's iconic villains, Terminator Salvation offers plenty of great effects but lacks the heart of the original films.",rotten,33,5.0,268,180,54,3.3,883816,"John Brancato, Michael Ferris",2009,200000000,"[Drama, Action, Thriller, Science Fiction]",http://www.terminatorsalvation.com,534,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",4.788678,371353001,The End Begins.,5.8,1525,Terminator Salvation
tt1022603,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz",USA,Marc Webb,22 Dec 2009,7.8,"371,774","English, Swedish, French",76.0,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",http://ia.media-imdb.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,07 Aug 2009,95 min,500 Days of Summer,"A clever, offbeat romantic comedy, 500 Days of Summer is refreshingly honest and utterly charming.",certified,86,7.6,215,31,84,3.8,395203,"Scott Neustadter, Michael H. Weber",2009,7500000,"[Comedy, Drama, Romance]",http://500days.com,19913,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",1.409853,60722734,It was almost like falling in love.,7.3,1522,500 Days of Summer
tt1046173,"Adewale Akinnuoye-Agbaje, Christopher Eccleston, Grégory Fitoussi, Joseph Gordon-Levitt","USA, Czech Republic",Stephen Sommers,03 Nov 2009,5.8,"173,730","English, French, Scottish Gaelic",32.0,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",http://ia.media-imdb.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,07 Aug 2009,118 min,G.I. Joe: The Rise of Cobra,"While fans of the Hasbro toy franchise may revel in a bit of nostalgia, G.I. Joe: The Rise of Cobra is largely a cartoonish, over-the-top action fest propelled by silly writing, inconsistent visual effects, and merely passable performances.",rotten,35,4.6,159,104,50,3.3,995817,"Stuart Beattie (screenplay), David Elliot (screenplay), Paul Lovett (screenplay), Michael Gordon (story), Stuart Beattie (story), Stephen Sommers (story)",2009,175000000,"[Adventure, Action, Thriller, Science Fiction]",http://www.gijoemovie.com/,14869,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",1.874105,302469017,"When all else fails, they don't.",5.7,1390,G.I. Joe: The Rise of Cobra
tt1080016,"Eunice Cho, Karen Disher, Harrison Fahn, Maile Flanagan",USA,"Carlos Saldanha, Mike Thurmeier",27 Oct 2009,7.0,"166,130",English,50.0,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",http://ia.media-imdb.com/images/M/MV5BMjA4NDI0Mjg4NV5BMl5BanBnXkFtZTcwOTM1NTY0Mg@@._V1_SX300.jpg,20th Century Fox/Emerging Pictures,PG,01 Jul 2009,94 min,Ice Age: Dawn of the Dinosaurs,"Ice Age: Dawn of the Dinosaurs boasts some excellent animation -- in particular, the dinosaurs are wonderfully realized -- but its story is tired and monotonous.",rotten,45,5.4,159,87,62,3.6,553401,"Peter Ackerman (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Jason Carter Eaton (story), Mike Reiss (screenplay)",2009,90000000,"[Animation, Comedy, Family, Adventure]",http://www.iceagemovie.com/us/,8355,"Times are changing for moody mammoth Manny, motor mouthed sloth Sid and crafty saber-toothed tiger Diego in this third installment of the beloved computer-animated children's franchise. Life heats up for our heroes when they meet some new and none-too-friendly neighbors: the mighty dinosaurs.",2.62083,886686817,"The sub-zero heroes are back, on an incredible adventure... for the ages.",6.4,1224,Ice Age: Dawn of the Dinosaurs
tt1259571,"Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke",USA,Chris Weitz,20 Mar 2010,4.6,"220,512","English, Italian",44.0,"Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship - this time with werewolf Jacob Black.",http://ia.media-imdb.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,Summit Entertainment,PG-13,20 Nov 2009,130 min,The Twilight Saga: New Moon,"The Twilight Saga's second installment may satisfy hardcore fans of the series, but outsiders are likely to be turned off by its slow pace, relentlessly downcast tone, and excessive length.",rotten,28,4.7,220,159,61,3.6,576981,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2009,50000000,"[Adventure, Fantasy, Drama, Romance]",http://www.twilightthemovie.com/,18239,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",1.594204,709827462,The Next Chapter Begins.,5.6,1208,The Twilight Saga: New Moon
tt0808151,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård","USA, Italy",Ron Howard,24 Nov 2009,6.7,"207,514","English, Italian, Latin, French, Swiss German, German, Chinese",48.0,Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.,http://ia.media-imdb.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,PG-13,15 May 2009,138 min,Angels & Demons,"Angels and Demons is a fast-paced thrill ride, and an improvement on the last Dan Brown adaptation, but the storyline too often wavers between implausible and ridiculous, and does not translate effectively to the big screen.",rotten,37,5.1,249,157,57,3.4,531058,"David Koepp (screenplay), Akiva Goldsman (screenplay), Dan Brown (novel)",2009,150000000,"[Thriller, Mystery]",http://www.angelsanddemons.com/,13448,"Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.",2.400136,356613439,The holiest event of our time. Perfect for their return.,6.3,1072,Angels & Demons (film)
tt0844471,"Bill Hader, Anna Faris, James Caan, Andy Samberg",USA,"Phil Lord, Christopher Miller",05 Jan 2010,7.0,"152,326","English, French, Russian",66.0,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",http://ia.media-imdb.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg,Sony Pictures,PG,18 Sep 2009,90 min,Cloudy with a Chance of Meatballs,"Quirky humor, plucky characters and solid slapstick make this family comedy a frenetically tasty time at the movies.",certified,87,7.3,139,18,71,3.2,487248,"Phil Lord (written for the screen by), Christopher Miller (written for the screen by), Judi Barrett (book), Ron Barrett (book), Rob Greenberg (additional screenplay material)",2009,100000000,"[Animation, Comedy, Family]",http://www.cloudywithachanceofmeatballs.com/,22794,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",1.693817,242988466,Prepare to get served.,6.4,1001,Cloudy with a Chance of Meatballs (film)
tt0878804,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head",USA,John Lee Hancock,23 Mar 2010,7.7,"222,687",English,53.0,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",http://ia.media-imdb.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,20 Nov 2009,129 min,The Blind Side,"It might strike some viewers as a little too pat, but The Blind Side has the benefit of strong source material and a strong performance from Sandra Bullock.",fresh,66,6.1,197,67,85,4.1,430597,"John Lee Hancock, Michael Lewis (book)",2009,29000000,[Drama],http://www.theblindsidemovie.com/,22881,"Oversized African American Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Leigh Anne and Sean, Michael embarks on a remarkable rise to play for the NFL.",1.573735,309208309,Based on the extraordinary true story,7.0,978,The Blind Side (film)
tt1078912,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria","USA, Canada",Shawn Levy,01 Dec 2009,5.9,"128,933",English,42.0,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",http://ia.media-imdb.com/images/M/MV5BMjAzMzc0MzM3MF5BMl5BanBnXkFtZTcwNjUzODkyMg@@._V1_SX300.jpg,20th Century Fox,PG,22 May 2009,105 min,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle at the Smithsonian is busy enough to keep the kids interested but the slapstick goes overboard and the special effects (however well executed) throw the production into mania.,rotten,44,5.1,163,92,47,3.3,508408,"Robert Ben Garant, Thomas Lennon, Robert Ben Garant (characters), Thomas Lennon (characters)",2009,150000000,"[Adventure, Fantasy, Action, Comedy, Family]",http://www.nightatthemuseummovie.com,18360,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",2.627708,413106170,When the lights go off the battle is on.,5.9,949,Night at the Museum: Battle of the Smithsonian
