imdb_id,actors,country,director,dvd,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,runtime,title,tomato_consensus,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,writer,year,budget,genres,homepage,tmdb_id,overview,tmdb_popularity,revenue,tagline,tmdb_vote_average,tmdb_vote_count,wiki_page
tt0446029,"Michael Cera, Alison Pill, Mark Webber, Johnny Simmons","USA, UK, Canada, Japan",Edgar Wright,09 Nov 2010,7.5,"273,091",English,69,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,http://ia.media-imdb.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SX300.jpg,Universal Pictures,PG-13,13 Aug 2010,112 min,Scott Pilgrim vs. the World,"Its script may not be as dazzling as its eye-popping visuals, but Scott Pilgrim vs. the World is fast, funny, and inventive.",certified,81,7.5,247,46,83,4.0,138900,"Michael Bacall (screenplay), Edgar Wright (screenplay), Bryan Lee O'Malley (Oni Press graphic novels)",2010,60000000,"[Action, Adventure, Comedy]",http://www.scottpilgrimthemovie.com/,22538,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",2.24927,47664559,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,7.2,1127,Scott Pilgrim vs. the World
tt1001526,"Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill",USA,Tom McGrath,25 Feb 2011,7.3,"172,450",English,63,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",http://ia.media-imdb.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_SX300.jpg,Paramount Studios/DWA,PG,05 Nov 2010,95 min,Megamind,"It regurgitates plot points from earlier animated efforts, and isn't quite as funny as it should be, but a top-shelf voice cast and strong visuals help make Megamind a pleasant, if unspectacular, diversion.",fresh,72,6.7,175,48,71,3.8,207449,"Alan Schoolcraft, Brent Simons",2010,130000000,"[Animation, Action, Comedy, Family, Science Fiction]",http://www.megamind.com,38055,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",2.140091,321885765,His brain is off the chain.,6.6,1068,Megamind
tt0429493,"Liam Neeson, Bradley Cooper, Jessica Biel, Quinton 'Rampage' Jackson",USA,Joe Carnahan,14 Dec 2010,6.8,"209,747","English, Spanish, French, Swahili, German",47,"A group of Iraq War veterans looks to clear their name with the U.S. military, who suspect the four men of committing a crime for which they were framed.",http://ia.media-imdb.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_SX300.jpg,20th Century Fox,PG-13,11 Jun 2010,117 min,The A-Team,"For better and for worse, Joe Carnahan's big-screen version of The A-Team captures the superficial, noisy spirit of the TV series.",rotten,47,5.4,203,108,66,3.6,198932,"Joe Carnahan, Brian Bloom, Skip Woods, Frank Lupo (television series ""The A-Team""), Stephen J. Cannell (television series ""The A-Team"")",2010,110000000,"[Thriller, Action, Adventure, Comedy, Crime]",http://www.ateam-movie.com,34544,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ""Howling Mad"" Murdock , Sgt. Bosco ""B.A."" Baracus, and Lt. Templeton ""Faceman"" Peck help out various people they encounter.",1.94166,177238796,There Is No Plan B,6.3,1057,The A-Team (film)
tt0892791,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",USA,Mike Mitchell,07 Dec 2010,6.4,"138,459",English,58,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.,http://ia.media-imdb.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX300.jpg,Paramount,PG,21 May 2010,93 min,Shrek Forever After,"While not without its moments, Shrek Forever After too often feels like a rote rehashing of the franchise's earlier entries.",rotten,58,5.9,189,80,54,3.5,352299,"William Steig (book), Josh Klausner, Darren Lemke",2010,165000000,"[Comedy, Adventure, Fantasy, Animation, Family]",http://www.shrekforeverafter.com/,10192,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",1.588485,752600867,It ain't Ogre... Til it's Ogre,5.9,1053,Shrek Forever After
tt1375670,"Adam Sandler, Kevin James, Chris Rock, David Spade",USA,Dennis Dugan,09 Nov 2010,6.0,"179,959","English, Spanish",30,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",http://ia.media-imdb.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX300.jpg,Sony Pictures,PG-13,25 Jun 2010,102 min,Grown Ups,"Grown Ups' cast of comedy vets is amiable, but they're let down by flat direction and the scattershot, lowbrow humor of a stunted script.",rotten,10,3.3,163,147,62,3.5,269921,"Adam Sandler, Fred Wolf",2010,80000000,[Comedy],http://www.grownups-movie.com/,38365,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",1.330426,271430189,Boys will be boys. . . some longer than others.,6.1,1042,Grown Ups (film)
tt0814255,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel","UK, Canada, USA",Chris Columbus,29 Jun 2010,5.9,"140,891","English, Greek,  Ancient (to 1453)",47,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,http://ia.media-imdb.com/images/M/MV5BMTQ0MzY5OTQ2N15BMl5BanBnXkFtZTcwNzI1MTU5Mg@@._V1_SX300.jpg,20th Century Fox,PG,12 Feb 2010,118 min,Percy Jackson & the Olympians: The Lightning Thief,"Though it may seem like just another Harry Potter knockoff, Percy Jackson benefits from a strong supporting cast, a speedy plot, and plenty of fun with Greek mythology.",rotten,49,5.3,143,73,53,3.3,253574,"Craig Titley (screenplay), Rick Riordan (novel)",2010,95000000,"[Adventure, Fantasy, Family]",,32657,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",1.815767,226497209,Worlds Collide,6.0,1027,Percy Jackson & the Olympians: The Lightning Thief
tt1403865,"Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin",USA,"Ethan Coen, Joel Coen",07 Jun 2011,7.7,"240,674",English,80,A tough U.S. Marshal helps a stubborn teenager track down her father's murderer.,http://ia.media-imdb.com/images/M/MV5BMjIxNjAzODQ0N15BMl5BanBnXkFtZTcwODY2MjMyNA@@._V1_SX300.jpg,Paramount Pictures,PG-13,22 Dec 2010,110 min,True Grit,"Girded by strong performances from Jeff Bridges, Matt Damon, and newcomer Hailee Steinfeld, and lifted by some of the Coens' most finely tuned, unaffected work, True Grit is a worthy companion to the Charles Portis book.",certified,96,8.4,262,10,85,4.0,156098,"Joel Coen (screenplay), Ethan Coen (screenplay), Charles Portis (novel)",2010,38000000,"[Drama, Adventure, Western]",http://www.truegritmovie.com/,44264,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",1.185646,252276927,Punishment Comes One Way or Another.,7.0,957,True Grit (2010 film)
tt1243957,"Johnny Depp, Angelina Jolie Pitt, Paul Bettany, Timothy Dalton","USA, France, Italy",Florian Henckel von Donnersmarck,22 Mar 2011,6.0,"176,288","English, French, Italian, Russian, Spanish",37,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",http://ia.media-imdb.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg,Columbia Pictures,PG-13,10 Dec 2010,103 min,The Tourist,"The scenery and the stars are undeniably beautiful, but they can't make up for The Tourist's slow, muddled plot, or the lack of chemistry between Johnny Depp and Angelina Jolie.",rotten,20,4.3,167,134,42,3.0,94479,"Florian Henckel von Donnersmarck (screenplay), Christopher McQuarrie (screenplay), Julian Fellowes (screenplay), Jérôme Salle (motion picture ""Anthony Zimmer"")",2010,100000000,"[Action, Thriller, Romance]",http://thetourist-movie.com/,37710,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",1.29207,278346189,It all started when he met a woman,6.0,953,The Tourist (1987 film)
tt1013743,"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà",USA,James Mangold,30 Nov 2010,6.3,"148,066","English, German, Spanish",46,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,http://ia.media-imdb.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX300.jpg,20th Century Fox,PG-13,23 Jun 2010,109 min,Knight and Day,"It's pure formula, but thanks to its breezy pace and a pair of charming performances from Tom Cruise and Cameron Diaz, Knight and Day offers some agreeably middle-of-the-road summer action.",rotten,52,5.6,220,105,49,3.2,198276,Patrick O'Neill,2010,117000000,"[Action, Comedy, Romance]",http://www.knightanddaymovie.com,37834,"An action-comedy centered on a fugitive couple on a glamorous and sometimes deadly adventure where nothing and no one - even themselves - are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",0.988513,261930431,Every Hit Man Deserves a Second Shot!,5.8,947,Knight and Day
tt1155076,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han","USA, China",Harald Zwart,05 Oct 2010,6.2,"118,891","English, Chinese",61,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",http://ia.media-imdb.com/images/M/MV5BMTQ0ODg3ODEyMF5BMl5BanBnXkFtZTcwNjI1MTgxMw@@._V1_SX300.jpg,Sony Pictures,PG,11 Jun 2010,140 min,The Karate Kid,"It may not be as powerful as the 1984 edition, but the 2010 Karate Kid delivers a surprisingly satisfying update on the original.",fresh,66,6.2,203,70,67,3.5,282104,"Christopher Murphey (screenplay), Robert Mark Kamen (story)",2010,40000000,"[Action, Adventure, Drama, Family]",http://www.karatekid-themovie.com/,38575,"12-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",1.268024,357852395,A Challenge He Never Imagined. A Teacher He Never Expected.,6.1,900,The Karate Kid (2010 film)
tt1231583,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx",USA,Todd Phillips,22 Feb 2011,6.6,"270,807","English, Spanish",51,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,http://ia.media-imdb.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_SX300.jpg,Warner Bros. Pictures,R,05 Nov 2010,95 min,Due Date,"Shamelessly derivative and only sporadically funny, Due Date doesn't live up to the possibilities suggested by its talented director and marvelously mismatched stars.",rotten,40,5.2,186,111,52,3.3,124963,"Alan R. Cohen (screenplay), Alan Freedland (screenplay), Adam Sztykiel (screenplay), Todd Phillips (screenplay), Alan R. Cohen (story), Alan Freedland (story)",2010,65000000,"[Comedy, Drama]",http://duedatemovie.warnerbros.com/,41733,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the ""no-fly"" list. Peter embarks on a terrifying journey when he accepts a ride from actor Ethan Tremblay.",1.618558,211780824,Leave Your Comfort Zone,6.2,881,Due Date
tt1591095,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye","USA, UK",James Wan,12 Jul 2011,6.8,"202,347",English,52,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,http://ia.media-imdb.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_SX300.jpg,FilmDistrict,PG-13,01 Apr 2011,103 min,Insidious,"Aside from a shaky final act, Insidious is a very scary and very fun haunted house thrill ride.",fresh,66,6.0,168,57,62,3.5,129345,Leigh Whannell,2010,1500000,"[Horror, Thriller]",http://www.insidious-movie.com/,49018,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",1.636839,97009150,It's not the house that's haunted.,6.7,879,Insidious (film)
tt0964517,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo",USA,David O. Russell,15 Mar 2011,7.9,"274,157",English,79,"A look at the early years of boxer ""Irish"" Micky Ward and his brother who helped train him before going pro in the mid 1980s.",http://ia.media-imdb.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg,Paramount Pictures,R,17 Dec 2010,116 min,The Fighter,"Led by a trio of captivating performances from Mark Wahlberg, Christian Bale, and Amy Adams, The Fighter is a solidly entertaining, albeit predictable, entry in the boxing drama genre.",certified,90,7.8,236,23,89,4.1,120186,"Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Paul Tamasy (story), Eric Johnson (story), Keith Dorrington (story)",2010,25000000,[Drama],http://www.thefightermovie.com,45317,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",1.042528,129190869,Every dream deserves a fighting chance.,7.0,866,The Fighter
tt1386588,"Will Ferrell, Derek Jeter, Mark Wahlberg, Eva Mendes",USA,Adam McKay,14 Dec 2010,6.7,"188,459","English, Ukrainian",64,Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.,http://ia.media-imdb.com/images/M/MV5BMTc0NDQzNTA2Ml5BMl5BanBnXkFtZTcwNzI2OTQzMw@@._V1_SX300.jpg,Columbia Pictures,PG-13,06 Aug 2010,107 min,The Other Guys,"A clever parody of cop-buddy action-comedies, The Other Guys delivers several impressive action set pieces and lots of big laughs, thanks to the assured comic chemistry between Will Ferrell and Mark Wahlberg.",certified,78,6.7,198,43,59,3.4,159418,"Adam McKay, Chris Henchy",2010,100000000,"[Action, Comedy, Crime]",http://www.theotherguys-movie.com/,27581,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",0.962448,170432927,When the cops are busy... Our only hope is...,6.0,847,The Other Guys
tt1220634,"Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts","Germany, France, USA, Canada",Paul W.S. Anderson,28 Dec 2010,5.9,"131,058","English, Japanese, Spanish",37,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",http://ia.media-imdb.com/images/M/MV5BMTkxNzM3OTg5OF5BMl5BanBnXkFtZTcwMDA5MDA2Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,10 Sep 2010,97 min,Resident Evil: Afterlife,"As dim-witted and lifeless as its undead antagonists, Resident Evil: Afterlife is a wholly unnecessary addition to the franchise.",rotten,23,4.1,95,73,49,3.2,127715,Paul W.S. Anderson,2010,60000000,"[Action, Adventure, Horror, Science Fiction]",http://www.sonypictures.com/movies/residentevilafterlife/site/,35791,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",0.056096,296221663,She's back...And she's bringing a few of her friends.,5.8,823,Resident Evil: Afterlife
tt0840361,"Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",USA,Ben Affleck,17 Dec 2010,7.6,"279,711",English,74,"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down.",http://ia.media-imdb.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_SX300.jpg,Warner Bros. Pictures,R,17 Sep 2010,125 min,The Town,"Tense, smartly written, and wonderfully cast, The Town proves that Ben Affleck has rediscovered his muse -- and that he's a director to be reckoned with.",certified,94,7.7,214,13,85,3.9,140120,"Peter Craig (screenplay), Ben Affleck (screenplay), Aaron Stockard (screenplay), Chuck Hogan (novel)",2010,37000000,"[Crime, Drama, Thriller]",http://thetownmovie.warnerbros.com/,23168,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. But when a bank job leads to the group kidnapping attractive branch manager Claire Keesey, he takes on the role of monitoring her, but their burgeoning relationship threatens to unveil the identities of Doug and his crew to FBI Agent Adam Frawley who is on their case.",1.835982,154026136,Welcome to the bank robbery capital of America.,6.9,813,The Town
tt0980970,"Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter",USA,Michael Apted,08 Apr 2011,6.3,"106,088",English,53,"Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.",http://ia.media-imdb.com/images/M/MV5BNjQ2MDQzMzExNl5BMl5BanBnXkFtZTcwMTYzOTc5Mw@@._V1_SX300.jpg,20th Century Fox,PG,10 Dec 2010,113 min,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Its leisurely, businesslike pace won't win the franchise many new fans, but Voyage of the Dawn Treader restores some of the Narnia franchise's lost luster with strong performances and impressive special effects.",rotten,49,5.7,160,81,58,3.5,156945,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Michael Petroni (screenplay), C.S. Lewis (novel)",2010,155000000,"[Adventure, Family, Fantasy]",,10140,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",2.445222,415686217,Return to magic. Return to hope. Return to Narnia.,6.0,796,The Chronicles of Narnia: The Voyage of the Dawn Treader
