imdb_id,actors,country,director,dvd,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,runtime,title,tomato_consensus,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,writer,year,budget,genres,homepage,tmdb_id,overview,tmdb_popularity,revenue,tagline,tmdb_vote_average,tmdb_vote_count,wiki_page
tt2084970,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear","UK, USA",Morten Tyldum,31 Mar 2015,8.1,"464,825","English, German",73,"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians.",http://ia.media-imdb.com/images/M/MV5BNDkwNTEyMzkzNl5BMl5BanBnXkFtZTgwNTAwNzk3MjE@._V1_SX300.jpg,The Weinstein Company,PG-13,25 Dec 2014,114 min,The Imitation Game,"With an outstanding starring performance from Benedict Cumberbatch illuminating its fact-based story, The Imitation Game serves as an eminently well-made entry in the ""prestige biopic"" genre.",certified,90,7.7,240,24,92,4.2,99903,"Graham Moore, Andrew Hodges (book)",2014,14000000,"[History, Drama, Thriller, War]",http://theimitationgamemovie.com/,205596,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",6.119352,233555708,The true enigma was the man who cracked the code.,8.0,2991,The Imitation Game
tt1631867,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton","USA, Canada",Doug Liman,07 Oct 2014,7.9,"430,438",English,71,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",http://ia.media-imdb.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,06 Jun 2014,113 min,Edge of Tomorrow,"Gripping, well-acted, funny, and clever, Edge of Tomorrow offers entertaining proof that Tom Cruise is still more than capable of shouldering the weight of a blockbuster action thriller.",certified,91,7.5,286,27,90,4.2,144251,"Christopher McQuarrie (screenplay), Jez Butterworth (screenplay), John-Henry Butterworth (screenplay), Hiroshi Sakurazaka (novel)",2014,178000000,"[Action, Science Fiction]",http://www.edgeoftomorrow-movie.com,137113,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",2.659493,370541256,"Live, Die, Repeat",7.7,2892,Edge of Tomorrow
tt2310332,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","New Zealand, USA",Peter Jackson,24 Mar 2015,7.5,"349,905",English,59,Bilbo and Company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,http://ia.media-imdb.com/images/M/MV5BODAzMDgxMDc1MF5BMl5BanBnXkFtZTgwMTI0OTAzMjE@._V1_SX300.jpg,Warner Bros.,PG-13,17 Dec 2014,144 min,The Hobbit: The Battle of the Five Armies,"Though somewhat overwhelmed by its own spectacle, The Hobbit: The Battle of the Five Armies ends Peter Jackson's second Middle-earth trilogy on a reasonably satisfying note.",fresh,60,6.3,230,92,75,3.9,213115,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",2014,250000000,"[Adventure, Fantasy]",http://www.thehobbit.com/,122917,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",6.01763,955119788,Witness the defining chapter of the Middle-Earth saga,7.1,2790,The Hobbit: The Battle of the Five Armies
tt2179136,"Bradley Cooper, Kyle Gallner, Cole Konis, Ben Reed",USA,Clint Eastwood,19 May 2015,7.3,"323,814","English, Arabic",72,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",http://ia.media-imdb.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_SX300.jpg,Warner Bros.,R,16 Jan 2015,133 min,American Sniper,"Powered by Clint Eastwood's sure-handed direction and a gripping central performance from Bradley Cooper, American Sniper delivers a tense, vivid tribute to its real-life subject.",certified,72,6.8,255,72,85,4.1,151753,"Jason Hall, Chris Kyle (book), Scott McEwen (book), Jim DeFelice (book)",2014,58800000,"[War, Action]",http://www.americansnipermovie.com,190859,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",2.127106,542307423,The most lethal sniper in U.S. history.,7.5,2675,American Sniper
tt1840309,"Shailene Woodley, Theo James, Ashley Judd, Jai Courtney",USA,Neil Burger,04 Aug 2014,6.7,"334,768","English, Spanish",48,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",http://ia.media-imdb.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_SX300.jpg,Lionsgate Films/Summit Entertainment,PG-13,21 Mar 2014,139 min,Divergent,"With an adherence to YA formula that undercuts its individualistic message, Divergent opens its planned trilogy in disappointingly predictable fashion.",rotten,40,5.4,202,120,70,3.8,138554,"Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)",2014,85000000,"[Action, Science Fiction, Thriller]",http://www.thedivergentseries.movie/#divergent,157350,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",2.89583,288747895,What makes you different makes you dangerous.,6.9,2660,Divergent boundary
tt1587310,"Angelina Jolie Pitt, Elle Fanning, Sharlto Copley, Lesley Manville","USA, UK",Robert Stromberg,04 Nov 2014,7.0,"251,507",English,56,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",http://ia.media-imdb.com/images/M/MV5BMTQ1NDk3NTk0MV5BMl5BanBnXkFtZTgwMTk3MDcxMzE@._V1_SX300.jpg,Walt Disney Pictures,PG,30 May 2014,97 min,Maleficent,"Angelina Jolie's magnetic performance outshines Maleficent's dazzling special effects; unfortunately, the movie around them fails to justify all that impressive effort.",rotten,49,5.7,199,101,71,3.8,174911,"Linda Woolverton (screenplay), Charles Perrault (based on ""La Belle au bois dormant"" written by)",2014,180000000,"[Fantasy, Adventure, Action, Family, Romance]",,102651,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",3.321342,758410378,Don't believe the fairy tale.,7.0,2598,Maleficent (film)
tt1872181,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan",USA,Marc Webb,19 Aug 2014,6.8,"320,113",English,53,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",http://ia.media-imdb.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg,Sony Pictures,PG-13,02 May 2014,142 min,The Amazing Spider-Man 2,"While the cast is outstanding and the special effects are top-notch, the latest installment of the Spidey saga suffers from an unfocused narrative and an overabundance of characters.",rotten,53,5.9,275,130,65,3.6,220111,"Alex Kurtzman (screenplay), Roberto Orci (screenplay), Jeff Pinkner (screenplay), Alex Kurtzman (screen story), Roberto Orci (screen story), Jeff Pinkner (screen story), James Vanderbilt (screen story), Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book)",2014,200000000,"[Action, Adventure, Fantasy]",http://www.theamazingspiderman.com,102382,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",2.329984,705717432,No more secrets.,6.6,2573,The Amazing Spider-Man 2
tt2562232,"Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe",USA,Alejandro G. Iñárritu,17 Feb 2015,7.8,"393,318",English,88,"Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown.",http://ia.media-imdb.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SX300.jpg,Fox Searchlight,R,14 Nov 2014,119 min,Birdman or (The Unexpected Virtue of Ignorance),"A thrilling leap forward for director Alejandro GonzÃ¡lez IÃ±Ã¡rritu, Birdman is an ambitious technical showcase powered by a layered story and outstanding performances from Michael Keaton and Edward Norton.",certified,91,8.5,280,25,77,3.9,89900,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo, Raymond Carver (play)",2014,18000000,"[Drama, Comedy]",,194662,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",5.312376,103215094,or (The Unexpected Virtue of Ignorance),7.3,2455,Birdman
tt2278388,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody","USA, Germany, UK",Wes Anderson,17 Jun 2014,8.1,"474,004","English, French",88,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",http://ia.media-imdb.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_SX300.jpg,Fox Searchlight,R,28 Mar 2014,99 min,The Grand Budapest Hotel,"Typically stylish but deceptively thoughtful, The Grand Budapest Hotel finds Wes Anderson once again using ornate visual environments to explore deeply emotional ideas.",certified,92,8.4,264,22,86,4.1,94200,"Stefan Zweig (inspired by the writings of), Wes Anderson (screenplay), Wes Anderson (story), Hugo Guinness (story)",2014,30000000,"[Comedy, Drama]",,120467,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",3.350623,174600318,A perfect holiday without leaving home.,7.9,2402,The Grand Budapest Hotel
tt2103281,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell",USA,Matt Reeves,02 Dec 2014,7.6,"316,834","English, American Sign Language",79,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,http://ia.media-imdb.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_SX300.jpg,20th Century Fox,PG-13,11 Jul 2014,130 min,Dawn of the Planet of the Apes,"With intelligence and emotional resonance to match its stunning special effects, Dawn of the Planet of the Apes expands on its predecessor with an exciting and ambitious burst of sci-fi achievement.",certified,90,7.9,279,27,88,4.2,202060,"Mark Bomback, Rick Jaffa, Amanda Silver, Rick Jaffa (characters), Amanda Silver (characters), Pierre Boulle (novel)",2014,170000000,"[Science Fiction, Action, Drama, Thriller]",,119450,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",3.18838,708200000,One last chance for peace.,7.4,2390,Dawn of the Planet of the Apes
tt2713180,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña","USA, China, UK",David Ayer,27 Jan 2015,7.6,"298,577","English, German",64,"1945, in the World War II Germany, the tough Sergeant Don 'Wardaddy' Collier commands a tank and survives a German attack with his veteran crew composed of Boyd 'Bible' Swan, Trini 'Gordo' ...",http://ia.media-imdb.com/images/M/MV5BMjA4MDU0NTUyN15BMl5BanBnXkFtZTgwMzQxMzY4MjE@._V1_SX300.jpg,Sony Pictures,R,17 Oct 2014,134 min,Fury,"Overall, Fury is a well-acted, suitably raw depiction of the horrors of war that offers visceral battle scenes but doesn't quite live up to its larger ambitions.",certified,77,6.9,226,53,84,4.0,105586,David Ayer,2014,68000000,"[War, Drama, Action]",,228150,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",7.293557,211817906,War never ends quietly.,7.4,2269,Fury
tt2911666,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",USA,"Chad Stahelski, David Leitch",03 Feb 2015,7.2,"249,839","English, Russian, Hungarian",68,An ex-hitman comes out of retirement to track down the gangsters that took everything from him.,http://ia.media-imdb.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_SX300.jpg,LionsGate Entertainment,R,24 Oct 2014,101 min,John Wick,"Stylish, thrilling, and giddily kinetic, John Wick serves as a satisfying return to action for Keanu Reeves -- and what looks like it could be the first of a franchise.",certified,85,6.9,186,28,79,3.9,75392,Derek Kolstad,2014,20000000,"[Action, Thriller]",http://www.johnwickthemovie.com/,245891,"After the sudden death of his beloved wife, John Wick receives one last gift from her, a beagle puppy named Daisy, and a note imploring him not to forget how to love. But John's mourning is interrupted when his 1969 Boss Mustang catches the eye of sadistic thug Iosef Tarasov who breaks into his house and steals it, beating John unconscious in the process. Unwittingly, he has just reawakened one of the most brutal assassins the underworld has ever known.",9.471772,78739897,Don't set him off.,7.1,2236,John Wick
tt2294449,"Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell",USA,"Phil Lord, Christopher Miller",18 Nov 2014,7.1,"253,238",English,71,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",http://ia.media-imdb.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,Sony Pictures,R,13 Jun 2014,112 min,22 Jump Street,"Boasting even more of the bromantic chemistry between its stars -- and even more of the goofy, good-natured humor that made its predecessor so much fun -- 22 Jump Street is the rare sequel that improves upon the original.",certified,85,7.0,198,30,77,3.9,169142,"Michael Bacall (screenplay), Oren Uziel (screenplay), Rodney Rothman (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series ""21 Jump Street""), Stephen J. Cannell (television series ""21 Jump Street"")",2014,50000000,"[Crime, Comedy, Action]",http://www.22jumpstreetmovie.com,187017,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",2.681625,188441614,They're not 21 anymore,7.1,2132,22 Jump Street
