imdb_id,actors,awards,box_office,country,director,dvd,episode,genre,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,response,runtime,season,series_id,title,tomato_consensus,tomato_fresh,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,type,website,writer,year
tt3300542,"Alon Aboutboul, Waleed Zuaiter, Adel Bencherif, Mehdi Dehbi",N/A,N/A,"UK, USA, Bulgaria",Babak Najafi,N/A,,"Action, Crime, Drama",5.9,"66,210","English, Italian, French, Japanese",28,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",http://ia.media-imdb.com/images/M/MV5BMTY1ODY2MTgwM15BMl5BanBnXkFtZTgwOTY3Nzc3NzE@._V1_SX300.jpg,N/A,R,04 Mar 2016,True,99 min,,,London Has Fallen,London Has Fallen traps a talented cast -- and all who dare to see it -- in a mid-1990s basic-cable nightmare of a film loaded with xenophobia and threadbare action-thriller clichÃ©s.,43,rotten,26,3.9,168,125,55,3.4,33600,movie,N/A,"Creighton Rothenberger (based on characters created by), Katrin Benedikt (based on characters created by), Creighton Rothenberger (story by), Katrin Benedikt (story by), Creighton Rothenberger (screenplay), Katrin Benedikt (screenplay), Christian Gudegast (screenplay), Chad St. John (screenplay)",2016
tt2277860,"Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson",2 nominations.,$7234806,USA,"Andrew Stanton, Angus MacLane",N/A,,"Animation, Adventure, Comedy",7.8,"51,956","English, Indonesian",77,"The friendly but forgetful blue tang fish begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.",http://ia.media-imdb.com/images/M/MV5BNzg4MjM2NDQ4MV5BMl5BanBnXkFtZTgwMzk3MTgyODE@._V1_SX300.jpg,N/A,PG,17 Jun 2016,True,97 min,,,Finding Dory,"Funny, poignant, and thought-provoking, Finding Dory delivers a beautifully animated adventure that adds another entertaining chapter to its predecessor's classic story.",223,certified,94,7.7,238,15,88,4.2,159592,movie,N/A,"Andrew Stanton (original story by), Andrew Stanton (screenplay), Victoria Strouse (screenplay), Bob Peterson (additional screenplay material by), Angus MacLane (additional story material by)",2016
tt2267968,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie",2 nominations.,$14407,"USA, China","Alessandro Carloni, Jennifer Yuh Nelson",28 Jun 2016,,"Animation, Action, Adventure",7.3,"57,252","English, Mandarin",66,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",http://ia.media-imdb.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_SX300.jpg,DreamWorks Animation,PG,29 Jan 2016,True,95 min,,,Kung Fu Panda 3,"Kung Fu Panda 3 boasts the requisite visual splendor, but like its rotund protagonist, this sequel's narrative is also surprisingly nimble, adding up to animated fun for the whole family.",126,certified,86,6.8,146,20,81,4.0,96453,movie,N/A,"Jonathan Aibel, Glenn Berger",2016
tt3410834,"Shailene Woodley, Theo James, Naomi Watts, Octavia Spencer",N/A,N/A,USA,Robert Schwentke,N/A,,"Action, Adventure, Mystery",5.8,"33,217",English,33,"After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them.",http://ia.media-imdb.com/images/M/MV5BMjEyOTI3NDQwN15BMl5BanBnXkFtZTgwNjExOTIwODE@._V1_SX300.jpg,N/A,PG-13,18 Mar 2016,True,120 min,,,Allegiant,"Allegiant improves on previous entries in The Divergent Series on a few superficial levels, but they aren't enough to counteract a sense of growing boredom with a franchise that's gone on too long.",21,rotten,13,4.1,165,144,44,3.0,39914,movie,N/A,"Noah Oppenheim (screenplay), Adam Cooper (screenplay), Bill Collage (screenplay), Veronica Roth (novel)",2016
tt0803096,"Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper",N/A,N/A,"USA, China, Canada, Japan",Duncan Jones,N/A,,"Action, Adventure, Fantasy",7.4,"104,144",English,32,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",http://ia.media-imdb.com/images/M/MV5BMjIwNTM0Mzc5MV5BMl5BanBnXkFtZTgwMDk5NDU1ODE@._V1_SX300.jpg,N/A,PG-13,10 Jun 2016,True,123 min,,,Warcraft,"Warcraft has visual thrills to spare, but they -- and director Duncan Jones' distinctive gifts -- are wasted on a sluggish and derivative adaptation of a bestselling game with little evident cinematic value.",53,rotten,29,4.2,185,132,77,4.0,50845,movie,N/A,"Charles Leavitt (screenplay), Duncan Jones (screenplay)",2016
tt1860213,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza",N/A,N/A,USA,Dan Mazer,17 May 2016,,Comedy,6.0,"48,106",English,18,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant-Colonel, to Florida for spring break.",http://ia.media-imdb.com/images/M/MV5BMzk0NzkyNDk2M15BMl5BanBnXkFtZTgwNDczOTU3NzE@._V1_SX300.jpg,Lionsgate Films,R,22 Jan 2016,True,102 min,,,Dirty Grandpa,"Like a Werther's Original dropped down a sewer drain, Dirty Grandpa represents the careless fumbling of a classic talent that once brought pleasure to millions.",13,rotten,11,2.8,122,109,46,3.1,28612,movie,N/A,John Phillips,2016
tt2404233,"Brenton Thwaites, John Samaha, Courtney Eaton, Nikolaj Coster-Waldau",N/A,N/A,"USA, Australia",Alex Proyas,N/A,,"Action, Adventure, Fantasy",5.5,"50,134",English,25,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",http://ia.media-imdb.com/images/M/MV5BNjExODg3MDUzNl5BMl5BanBnXkFtZTgwNjExMjE3NzE@._V1_SX300.jpg,N/A,PG-13,26 Feb 2016,True,126 min,,,Gods of Egypt,"Look on Gods of Egypt, ye filmgoers, and despair! Nothing beside remains. Round the decay of this colossal wreck, boundless and bare. The lone and level sands stretch far away. (Apologies to Shelley.)",25,rotten,16,3.5,156,131,39,2.8,30053,movie,N/A,"Matt Sazama, Burk Sharpless",2016
tt1292566,"Dakota Johnson, Rebel Wilson, Leslie Mann, Damon Wayans Jr.",N/A,N/A,USA,Christian Ditter,24 May 2016,,"Comedy, Romance",6.1,"33,125",English,51,"There's a right way to be single, a wrong way to be single, and then...there's Alice. And Robin. Lucy. Meg. Tom. David. New York City is full of lonely hearts seeking the right match, be it...",http://ia.media-imdb.com/images/M/MV5BNzI4MDMwMzUwNF5BMl5BanBnXkFtZTgwMDgyNzkyNzE@._V1_SX300.jpg,Warner Bros. Pictures,R,12 Feb 2016,True,110 min,,,How to Be Single,"How to Be Single boasts the rough outline of a feminist rom-com, but too willingly indulges in the genre conventions it wants to subvert.",65,rotten,49,5.2,132,67,49,3.2,26430,movie,http://howtobesinglemovie.com/,"Abby Kohn (screenplay), Marc Silverstein (screenplay), Dana Fox (screenplay), Abby Kohn (screen story), Marc Silverstein (screen story), Liz Tuccillo (book)",2016
tt0475290,"Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes",1 win.,N/A,"UK, USA, Japan","Ethan Coen, Joel Coen",07 Jun 2016,,"Comedy, Mystery",6.4,"59,630",English,72,A Hollywood fixer in the 1950s works to keep the studio's stars in line.,http://ia.media-imdb.com/images/M/MV5BMjQyODc3MTI2NF5BMl5BanBnXkFtZTgwNDMxMjU2NzE@._V1_SX300.jpg,Universal Pictures,PG-13,05 Feb 2016,True,106 min,,,"Hail, Caesar!","Packed with period detail and perfectly cast, Hail, Caesar! finds the Coen brothers delivering an agreeably lightweight love letter to post-war Hollywood.",242,certified,85,7.2,284,42,46,2.9,36692,movie,N/A,"Joel Coen, Ethan Coen",2016
tt3065204,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor",N/A,N/A,"USA, Canada",James Wan,N/A,,"Horror, Mystery, Thriller",7.8,"62,569",English,65,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by a malicious spirit.,http://ia.media-imdb.com/images/M/MV5BZjU5OWVlN2EtODNlYy00MjhhLWI0MDUtMTA3MmQ5MGMwYTZmXkEyXkFqcGdeQXVyNjE5MTM4MzY@._V1_SX300.jpg,Warner Bros. Pictures,R,10 Jun 2016,True,134 min,,,The Conjuring 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25323,movie,N/A,"Carey Hayes (screenplay), Chad Hayes (screenplay), James Wan (screenplay), David Leslie Johnson (screenplay), Carey Hayes (story), Chad Hayes (story), James Wan (story)",2016
tt2381991,"Chris Hemsworth, Charlize Theron, Jessica Chastain, Emily Blunt",6 nominations.,$46.7M,USA,Cedric Nicolas-Troyan,N/A,,"Action, Adventure, Drama",6.1,"33,485",English,35,"Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.",http://ia.media-imdb.com/images/M/MV5BMTkzNzc2MDQ1N15BMl5BanBnXkFtZTgwNTAyNzkyNzE@._V1_SX300.jpg,Universal Pictures,PG-13,22 Apr 2016,True,114 min,,,The Huntsman: Winter's War,"The Huntsman: Winter's War is visually arresting and boasts a stellar cast, but neither are enough to recommend this entirely unnecessary sequel.",29,rotten,16,4.2,176,147,50,3.2,40270,movie,N/A,"Evan Spiliotopoulos, Craig Mazin, Evan Daugherty (characters)",2016
tt3110958,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco",N/A,N/A,USA,Jon M. Chu,N/A,,"Action, Adventure, Comedy",7.0,"29,296","English, Mandarin",47,The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,http://ia.media-imdb.com/images/M/MV5BNzQ0NDgwODQ3NV5BMl5BanBnXkFtZTgwOTYxNjc2ODE@._V1_SX300.jpg,Lionsgate,PG-13,10 Jun 2016,True,129 min,,,Now You See Me 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44947,movie,http://www.nowyouseeme.movie/,"Ed Solomon (screenplay), Ed Solomon (story), Peter Chiarelli (story), Boaz Yakin (characters), Edward Ricourt (characters)",2016
tt2709768,"Louis C.K., Eric Stonestreet, Kevin Hart, Jenny Slate",N/A,N/A,"Japan, USA","Yarrow Cheney, Chris Renaud",N/A,,"Animation, Comedy, Family",6.8,"16,794",English,61,"A terrier named Max's quiet life is upended when his owner takes in Duke, a stray, who Max instantly dislikes.",http://ia.media-imdb.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_SX300.jpg,N/A,PG,08 Jul 2016,True,87 min,,,The Secret Life of Pets,"Fast-paced, funny, and blessed with a talented voice cast, The Secret Life of Pets offers a beautifully animated, cheerfully undemanding family-friendly diversion.",117,certified,74,6.2,158,41,67,3.6,57069,movie,N/A,"Cinco Paul, Ken Daurio, Brian Lynch, Simon Rich (additional characters created by)",2016
tt3799694,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer",N/A,$294500,USA,Shane Black,N/A,,"Action, Comedy, Crime",7.7,"46,762",English,70,A mismatched pair of private eyes investigate the apparent suicide of a porn star in 1970s Los Angeles.,http://ia.media-imdb.com/images/M/MV5BMjcwNDA5MDYyNl5BMl5BanBnXkFtZTgwNjg0NDkzNzE@._V1_SX300.jpg,Warner Bros. Pictures,R,20 May 2016,True,116 min,,,The Nice Guys,The Nice Guys hearkens back to the buddy comedies of a bygone era while adding something extra courtesy of a knowing script and the irresistible chemistry of its leads.,212,certified,91,7.6,232,20,82,3.9,40245,movie,N/A,"Shane Black, Anthony Bagarozzi",2016
tt2660888,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana",2 nominations.,$59253211,USA,Justin Lin,N/A,,"Action, Adventure, Sci-Fi",7.5,"37,006",English,68,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy who puts them and everything the Federation stands for to the test.",http://ia.media-imdb.com/images/M/MV5BMTU0ODk1MTIxM15BMl5BanBnXkFtZTgwNTk3MTc5ODE@._V1_SX300.jpg,Paramount Pictures,PG-13,22 Jul 2016,True,122 min,,,Star Trek Beyond,Star Trek Beyond continues the franchise's post-reboot hot streak with an epic sci-fi adventure that honors the series' sci-fi roots without skimping on the blockbuster action.,173,certified,83,6.9,208,35,84,4.0,47612,movie,http://www.startrekmovie.com/,"Simon Pegg, Doug Jung, Gene Roddenberry (television series ""Star Trek"")",2016
tt3882082,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton",N/A,N/A,"USA, China, Canada",William Brent Bell,10 May 2016,,"Horror, Mystery, Thriller",6.0,"31,928",English,42,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",http://ia.media-imdb.com/images/M/MV5BMTc1MjcxNzcwMV5BMl5BanBnXkFtZTgwMTE0NTE2NzE@._V1_SX300.jpg,STX Entertainment,PG-13,22 Jan 2016,True,97 min,,,The Boy,N/A,13,rotten,28,4.3,47,34,39,3.0,17600,movie,N/A,Stacey Menear,2016
tt1489889,"Dwayne Johnson, Kevin Hart, Amy Ryan, Danielle Nicolet",5 nominations.,$907215,USA,Rawson Marshall Thurber,N/A,,"Action, Comedy, Crime",6.6,"28,850",English,52,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",http://ia.media-imdb.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,17 Jun 2016,True,107 min,,,Central Intelligence,"Kevin Hart and Dwayne Johnson make for well-matched comic foils, helping Central Intelligence overcome a script that coasts on their considerable chemistry.",104,fresh,68,5.7,153,49,68,3.7,44335,movie,http://www.centralintelligencemovie.com/,"Ike Barinholtz (screenplay), David Stassen (screenplay), Rawson Marshall Thurber (screenplay), Ike Barinholtz (story), David Stassen (story)",2016
tt4172430,"John Krasinski, James Badge Dale, Pablo Schreiber, David Denman",N/A,N/A,USA,Michael Bay,07 Jun 2016,,"Action, Drama, Thriller",7.4,"45,313","English, Arabic",48,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",http://ia.media-imdb.com/images/M/MV5BMjU3OTQ5NDc3Ml5BMl5BanBnXkFtZTgwOTEwNTkxNzE@._V1_SX300.jpg,Paramount Pictures,R,15 Jan 2016,True,144 min,,,13 Hours,"13 Hours: The Secret Soldiers of Benghazi is a comparatively mature and restrained effort from Michael Bay, albeit one that can't quite boast the impact its fact-based story deserves.",98,rotten,50,5.5,195,97,84,4.1,30756,movie,http://www.thirteenhoursmovie.com/,"Chuck Hogan (screenplay), Mitchell Zuckoff (book)",2016
tt1712261,"Chiwetel Ejiofor, Casey Affleck, Anthony Mackie, Woody Harrelson",N/A,N/A,USA,John Hillcoat,31 May 2016,,"Action, Crime, Drama",6.3,"31,621",English,52,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,http://ia.media-imdb.com/images/M/MV5BMTU0NDcxMzczMV5BMl5BanBnXkFtZTgwODkxNTUwODE@._V1_SX300.jpg,N/A,R,26 Feb 2016,True,115 min,,,Triple 9,"Triple 9's pulpy potboiler thrills don't quite live up to the ferocious talents of its cast, but the film's efficient, solidly crafted genre fun is often enough to balance its troublesome flaws.",81,rotten,55,5.8,148,67,44,3.1,18755,movie,N/A,Matt Cook,2016
tt1608290,"Justin Bieber, Jon Daly, Penélope Cruz, Ben Stiller",2 nominations.,N/A,USA,Ben Stiller,24 May 2016,,Comedy,4.8,"34,236","English, Italian",34,"Derek and Hansel are lured into modeling again, in Rome, where they find themselves the target of a sinister conspiracy.",http://ia.media-imdb.com/images/M/MV5BMjI2MjQxNTQzOV5BMl5BanBnXkFtZTgwMDE2MTY2NzE@._V1_SX300.jpg,Paramount Pictures,PG-13,12 Feb 2016,True,102 min,,,Zoolander 2,Zoolander No. 2 has more celebrity cameos than laughs -- and its meager handful of memorable gags outnumbers the few worthwhile ideas discernible in its scattershot rehash of a script.,45,rotten,23,4.5,193,148,23,2.4,40780,movie,N/A,"Justin Theroux, Ben Stiller, Nicholas Stoller, John Hamburg, Drake Sather (character Derek Zoolander), Ben Stiller (character Derek Zoolander)",2016
tt2674426,"Sam Claflin, Emilia Clarke, Vanessa Kirby, Eileen Dunwoodie",1 win.,$214019,USA,Thea Sharrock,30 Aug 2016,,"Drama, Romance",7.9,"6,730",English,51,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,http://ia.media-imdb.com/images/M/MV5BMTQ2NjE4NDE2NV5BMl5BanBnXkFtZTgwOTcwNDE5NzE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,03 Jun 2016,True,110 min,,,Me Before You,"Me Before You benefits from Emilia Clarke and Sam Claflin's alluring chemistry, although it isn't enough to compensate for its clumsy treatment of a sensitive subject.",81,rotten,59,5.6,137,56,76,3.9,24288,movie,http://mebeforeyoumovie.com,"Jojo Moyes (screenplay), Jojo Moyes (novel)",2016
tt4438848,"Seth Rogen, Zac Efron, Rose Byrne, Chloë Grace Moretz",N/A,N/A,USA,Nicholas Stoller,N/A,,Comedy,6.0,"26,374",English,58,"When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",http://ia.media-imdb.com/images/M/MV5BMTY0NzUxMDUzN15BMl5BanBnXkFtZTgwNzI2MTY4ODE@._V1_SX300.jpg,Universal Pictures,R,20 May 2016,True,92 min,,,Neighbors 2: Sorority Rising,"Neighbors 2: Sorority Rising may not be strictly necessary, but it still wrings a surprising amount of humor from a recycled premise with a distaff twist.",107,fresh,62,5.7,173,66,51,3.2,46963,movie,http://www.neighbors-movie.com/,"Andrew Jay Cohen, Brendan O'Brien, Nicholas Stoller, Evan Goldberg, Seth Rogen, Andrew Jay Cohen (based on characters created by), Brendan O'Brien (based on characters created by)",2016
