imdb_id,actors,awards,box_office,country,director,dvd,genre,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,response,runtime,title,tomato_consensus,tomato_fresh,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,type,website,writer,year
tt1136608,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike",Nominated for 4 Oscars. Another 24 wins & 104 nominations.,N/A,"South Africa, USA, New Zealand, Canada",Neill Blomkamp,22 Dec 2009,"Action, Sci-Fi, Thriller",8.0,"531,294","English, Nyanja, Afrikaans, Zulu, Xhosa, Southern Sotho",81,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,http://ia.media-imdb.com/images/M/MV5BMTM4OTI1OTM5NF5BMl5BanBnXkFtZTcwMzk5MTU1Mg@@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,14 Aug 2009,True,112 min,District 9,"Technically brilliant and emotionally wrenching, District 9 has action, imagination, and all the elements of a thoroughly entertaining science-fiction classic.",265,certified,90,7.8,296,31,82,3.5,1176632,movie,N/A,"Neill Blomkamp, Terri Tatchell",2009
tt1156398,"Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin",9 wins & 26 nominations.,N/A,USA,Ruben Fleischer,02 Feb 2010,"Adventure, Comedy, Horror",7.7,"385,447",English,73,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",http://ia.media-imdb.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,R,02 Oct 2009,True,88 min,Zombieland,"Wickedly funny and featuring plenty of gore, Zombieland is proof that the zombie subgenre is far from dead.",212,certified,89,7.4,237,25,86,3.5,640619,movie,N/A,"Rhett Reese, Paul Wernick",2009
tt0409459,"Malin Akerman, Billy Crudup, Matthew Goode, Jackie Earle Haley",12 wins & 20 nominations.,N/A,USA,Zack Snyder,21 Jul 2009,"Action, Drama, Mystery",7.7,"391,306",English,56,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",http://ia.media-imdb.com/images/M/MV5BMTc0NjI2OTYxMF5BMl5BanBnXkFtZTcwMTcxMjkyMg@@._V1_SX300.jpg,Warner Bros. Pictures,R,06 Mar 2009,True,162 min,Watchmen,"Gritty and visually striking, Watchmen is a faithful adaptation of Alan Moore's graphic novel, but its complex narrative structure may make it difficult for it to appeal to viewers not already familiar with the source material.",190,fresh,65,6.3,294,104,70,3.4,1054258,movie,N/A,"David Hayter (screenplay), Alex Tse (screenplay), Dave Gibbons (graphic novel illustrator)",2009
tt1013752,"Vin Diesel, Paul Walker, Jordana Brewster, Michelle Rodriguez",4 wins & 2 nominations.,N/A,USA,Justin Lin,27 Jul 2009,"Action, Crime, Thriller",6.6,"202,876",English,45,"Brian O'Conner, now working for the FBI in LA, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",http://ia.media-imdb.com/images/M/MV5BMTQwNDA2MTg3Nl5BMl5BanBnXkFtZTcwNTg3MzIyMg@@._V1_SX300.jpg,Universal Pictures,PG-13,03 Apr 2009,True,107 min,Fast & Furious,"While Fast and Furious features the requisite action and stunts, the filmmakers have failed to provide a competent story or compelling characters.",49,rotten,28,4.5,173,124,67,3.7,490326,movie,N/A,"Chris Morgan, Gary Scott Thompson (characters)",2009
tt0438488,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter",2 wins & 9 nominations.,N/A,"USA, Germany, UK, Italy",McG,01 Dec 2009,"Action, Adventure, Sci-Fi",6.6,"285,502","English, Italian",49,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",http://ia.media-imdb.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,21 May 2009,True,115 min,Terminator Salvation,"With storytelling as robotic as the film's iconic villains, Terminator Salvation offers plenty of great effects but lacks the heart of the original films.",88,rotten,33,5.0,268,180,54,3.3,883816,movie,N/A,"John Brancato, Michael Ferris",2009
tt1022603,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz",Nominated for 2 Golden Globes. Another 18 wins & 52 nominations.,N/A,USA,Marc Webb,22 Dec 2009,"Comedy, Drama, Romance",7.8,"371,774","English, Swedish, French",76,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",http://ia.media-imdb.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,07 Aug 2009,True,95 min,500 Days of Summer,"A clever, offbeat romantic comedy, 500 Days of Summer is refreshingly honest and utterly charming.",184,certified,86,7.6,215,31,84,3.8,395203,movie,N/A,"Scott Neustadter, Michael H. Weber",2009
tt1046173,"Adewale Akinnuoye-Agbaje, Christopher Eccleston, Grégory Fitoussi, Joseph Gordon-Levitt",3 wins & 14 nominations.,N/A,"USA, Czech Republic",Stephen Sommers,03 Nov 2009,"Action, Adventure, Sci-Fi",5.8,"173,730","English, French, Scottish Gaelic",32,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",http://ia.media-imdb.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,07 Aug 2009,True,118 min,G.I. Joe: The Rise of Cobra,"While fans of the Hasbro toy franchise may revel in a bit of nostalgia, G.I. Joe: The Rise of Cobra is largely a cartoonish, over-the-top action fest propelled by silly writing, inconsistent visual effects, and merely passable performances.",55,rotten,35,4.6,159,104,50,3.3,995817,movie,N/A,"Stuart Beattie (screenplay), David Elliot (screenplay), Paul Lovett (screenplay), Michael Gordon (story), Stuart Beattie (story), Stephen Sommers (story)",2009
tt1080016,"Eunice Cho, Karen Disher, Harrison Fahn, Maile Flanagan",2 wins & 12 nominations.,N/A,USA,"Carlos Saldanha, Mike Thurmeier",27 Oct 2009,"Animation, Action, Adventure",7.0,"166,130",English,50,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",http://ia.media-imdb.com/images/M/MV5BMjA4NDI0Mjg4NV5BMl5BanBnXkFtZTcwOTM1NTY0Mg@@._V1_SX300.jpg,20th Century Fox/Emerging Pictures,PG,01 Jul 2009,True,94 min,Ice Age: Dawn of the Dinosaurs,"Ice Age: Dawn of the Dinosaurs boasts some excellent animation -- in particular, the dinosaurs are wonderfully realized -- but its story is tired and monotonous.",72,rotten,45,5.4,159,87,62,3.6,553401,movie,N/A,"Peter Ackerman (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Jason Carter Eaton (story), Mike Reiss (screenplay)",2009
tt1259571,"Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke",17 wins & 23 nominations.,N/A,USA,Chris Weitz,20 Mar 2010,"Adventure, Drama, Fantasy",4.6,"220,512","English, Italian",44,"Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship - this time with werewolf Jacob Black.",http://ia.media-imdb.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,Summit Entertainment,PG-13,20 Nov 2009,True,130 min,The Twilight Saga: New Moon,"The Twilight Saga's second installment may satisfy hardcore fans of the series, but outsiders are likely to be turned off by its slow pace, relentlessly downcast tone, and excessive length.",61,rotten,28,4.7,220,159,61,3.6,576981,movie,N/A,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2009
tt0808151,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård",1 win & 5 nominations.,N/A,"USA, Italy",Ron Howard,24 Nov 2009,"Mystery, Thriller",6.7,"207,514","English, Italian, Latin, French, Swiss German, German, Chinese",48,Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.,http://ia.media-imdb.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,PG-13,15 May 2009,True,138 min,Angels & Demons,"Angels and Demons is a fast-paced thrill ride, and an improvement on the last Dan Brown adaptation, but the storyline too often wavers between implausible and ridiculous, and does not translate effectively to the big screen.",92,rotten,37,5.1,249,157,57,3.4,531058,movie,N/A,"David Koepp (screenplay), Akiva Goldsman (screenplay), Dan Brown (novel)",2009
tt0844471,"Bill Hader, Anna Faris, James Caan, Andy Samberg",Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,N/A,USA,"Phil Lord, Christopher Miller",05 Jan 2010,"Animation, Comedy, Family",7.0,"152,326","English, French, Russian",66,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",http://ia.media-imdb.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg,Sony Pictures,PG,18 Sep 2009,True,90 min,Cloudy with a Chance of Meatballs,"Quirky humor, plucky characters and solid slapstick make this family comedy a frenetically tasty time at the movies.",121,certified,87,7.3,139,18,71,3.2,487248,movie,N/A,"Phil Lord (written for the screen by), Christopher Miller (written for the screen by), Judi Barrett (book), Ron Barrett (book), Rob Greenberg (additional screenplay material)",2009
tt0878804,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head",Won 1 Oscar. Another 7 wins & 29 nominations.,N/A,USA,John Lee Hancock,23 Mar 2010,"Biography, Drama, Sport",7.7,"222,687",English,53,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",http://ia.media-imdb.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,20 Nov 2009,True,129 min,The Blind Side,"It might strike some viewers as a little too pat, but The Blind Side has the benefit of strong source material and a strong performance from Sandra Bullock.",130,fresh,66,6.1,197,67,85,4.1,430597,movie,N/A,"John Lee Hancock, Michael Lewis (book)",2009
tt1078912,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria",2 wins & 9 nominations.,N/A,"USA, Canada",Shawn Levy,01 Dec 2009,"Adventure, Comedy, Family",5.9,"128,933",English,42,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",http://ia.media-imdb.com/images/M/MV5BMjAzMzc0MzM3MF5BMl5BanBnXkFtZTcwNjUzODkyMg@@._V1_SX300.jpg,20th Century Fox,PG,22 May 2009,True,105 min,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle at the Smithsonian is busy enough to keep the kids interested but the slapstick goes overboard and the special effects (however well executed) throw the production into mania.,71,rotten,44,5.1,163,92,47,3.3,508408,movie,N/A,"Robert Ben Garant, Thomas Lennon, Robert Ben Garant (characters), Thomas Lennon (characters)",2009
tt1182345,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",Won 1 BAFTA Film Award. Another 24 wins & 31 nominations.,N/A,UK,Duncan Jones,12 Jan 2010,"Drama, Mystery, Sci-Fi",7.9,"260,138","English, Spanish",67,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",http://ia.media-imdb.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX300.jpg,Sony Pictures Classics,R,10 Jul 2009,True,97 min,Moon,"Boosted by Sam Rockwell's intense performance, Moon is a compelling work of science-fiction, and a promising debut from director Duncan Jones.",167,certified,89,7.5,187,20,89,4.0,98528,movie,N/A,"Duncan Jones (story), Nathan Parker",2009
tt1041829,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",Nominated for 1 Golden Globe. Another 7 wins & 18 nominations.,N/A,USA,Anne Fletcher,13 Oct 2009,"Comedy, Drama, Romance",6.7,"227,394",English,48,A pushy boss forces her young assistant to marry her in order to keep her Visa status in the U.S. and avoid deportation to Canada.,http://ia.media-imdb.com/images/M/MV5BMTU1MzY1ODIyNV5BMl5BanBnXkFtZTcwNDU4NTE3Mg@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,19 Jun 2009,True,108 min,The Proposal,"Sandra Bullock and Ryan Reynolds exhibit plenty of chemistry, but they're let down by The Proposal's devotion to formula.",80,rotten,44,5.3,181,101,67,3.4,859569,movie,N/A,Peter Chiarelli,2009
tt0834001,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh",N/A,N/A,"USA, New Zealand",Patrick Tatopoulos,12 May 2009,"Action, Adventure, Fantasy",6.6,"119,737",English,44,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",http://ia.media-imdb.com/images/M/MV5BMTg1OTU5ODc0MV5BMl5BanBnXkFtZTcwNDYyMDUwMg@@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,23 Jan 2009,True,92 min,Underworld: Rise of the Lycans,"Despite the best efforts of its competent cast, Underworld: Rise of the Lycans is an indistinguishable and unnecessary prequel.",22,rotten,29,4.3,76,54,63,3.6,232080,movie,N/A,"Danny McBride (screenplay), Dirk Blackman (screenplay), Howard McCain (screenplay), Len Wiseman (story), Robert Orr (story), Danny McBride (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)",2009
tt0892782,"Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett",3 wins & 8 nominations.,N/A,USA,"Rob Letterman, Conrad Vernon",29 Sep 2009,"Animation, Action, Adventure",6.5,"114,263",English,56,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,http://ia.media-imdb.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_SX300.jpg,Paramount/Dreamworks Animation,PG,27 Mar 2009,True,94 min,Monsters vs. Aliens,"Though it doesn't approach the depth of the best animated films, Monsters Vs. Aliens has enough humor and special effects to entertain moviegoers of all ages.",151,fresh,72,6.5,209,58,59,3.4,589746,movie,N/A,"Maya Forbes (screenplay), Wallace Wolodarsky (screenplay), Rob Letterman (screenplay), Jonathan Aibel (screenplay), Glenn Berger (screenplay), Rob Letterman (story), Conrad Vernon (story)",2009
tt1197624,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill",2 wins & 5 nominations.,N/A,USA,F. Gary Gray,16 Feb 2010,"Crime, Drama, Thriller",7.4,"217,175",English,34,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,http://ia.media-imdb.com/images/M/MV5BMTMyODY1NTg1N15BMl5BanBnXkFtZTcwMTUyODI4Mg@@._V1_SX300.jpg,Overture Films,R,16 Oct 2009,True,109 min,Law Abiding Citizen,"Unnecessarily violent and unflinchingly absurd, Law Abiding Citizen is plagued by subpar acting and a story that defies reason.",39,rotten,25,4.3,156,117,75,4.0,516579,movie,N/A,Kurt Wimmer,2009
tt1028532,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer",N/A,N/A,"USA, UK",Lasse Hallström,09 Mar 2010,"Drama, Family",8.1,"154,449","English, Japanese",N/A,A college professor's bond with the abandoned dog he takes into his home.,http://ia.media-imdb.com/images/M/MV5BMTAxMDA2MjM4NDReQTJeQWpwZ15BbWU3MDE0NTgxMTM@._V1_SX300.jpg,Inferno Entertainment,G,12 Mar 2010,True,93 min,Hachi: A Dog's Tale,N/A,16,fresh,62,5.8,26,10,85,4.1,14185,movie,N/A,"Stephen P. Lindsey (screenplay), Kaneto Shindô (motion picture ""Hachiko monogatari"")",2009
tt0472033,"Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover",8 nominations.,N/A,USA,Shane Acker,29 Dec 2009,"Animation, Action, Adventure",7.1,"110,547",English,60,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,http://ia.media-imdb.com/images/M/MV5BMTY2ODE1MTgxMV5BMl5BanBnXkFtZTcwNTM1NTM2Mg@@._V1_SX300.jpg,Focus Features,PG-13,09 Sep 2009,True,79 min,9,"Although its story is perhaps too familiar and less complex than some might wish, 9 is visually spectacular, and director Shane Acker's attention to detail succeeds in drawing viewers into the film's universe.",103,rotten,56,5.9,182,79,55,3.4,281645,movie,N/A,"Pamela Pettler (screenplay), Shane Acker (story)",2009
tt1152836,"Christian Bale, Christian Stolte, Jason Clarke, Johnny Depp",1 win & 14 nominations.,N/A,"USA, Japan",Michael Mann,08 Dec 2009,"Biography, Crime, Drama",7.0,"230,578",English,70,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",http://ia.media-imdb.com/images/M/MV5BMjA3NDI0NzM2MV5BMl5BanBnXkFtZTcwODk5MTk2Mg@@._V1_SX300.jpg,Universal Studios,R,01 Jul 2009,True,140 min,Public Enemies,"Michael Mann's latest is a competent and technically impressive gangster flick with charismatic lead performances, but some may find the film lacks truly compelling drama.",181,fresh,68,6.4,266,85,59,3.3,633213,movie,N/A,"Ronan Bennett (screenplay), Michael Mann (screenplay), Ann Biderman (screenplay), Bryan Burrough (book)",2009
tt0448011,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson",1 win & 5 nominations.,N/A,"USA, UK, Australia",Alex Proyas,07 Jul 2009,"Drama, Mystery, Sci-Fi",6.2,"186,714",English,41,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,http://ia.media-imdb.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_SX300.jpg,Summit Entertainment,PG-13,20 Mar 2009,True,121 min,Knowing,"Knowing has some interesting ideas and a couple good scenes, but it's weighted down by its absurd plot and over-seriousness.",60,rotten,34,4.7,179,119,42,3.1,431207,movie,N/A,"Ryne Douglas Pearson (screenplay), Juliet Snowden (screenplay), Stiles White (screenplay), Ryne Douglas Pearson (story)",2009
