imdb_id,actors,awards,box_office,country,director,dvd,genre,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,response,runtime,title,tomato_consensus,tomato_fresh,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,type,website,writer,year
tt1340138,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney",7 nominations.,N/A,USA,Alan Taylor,10 Nov 2015,"Action, Adventure, Sci-Fi",6.6,"187,290",English,38,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",http://ia.media-imdb.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_SX300.jpg,Paramount Pictures,PG-13,01 Jul 2015,True,126 min,Terminator Genisys,"Mired in its muddled mythology, Terminator: Genisys is a lurching retread that lacks the thematic depth, conceptual intelligence, or visual thrills that launched this once-mighty franchise.",59,rotten,26,4.7,231,172,55,3.3,80902,movie,N/A,"Laeta Kalogridis, Patrick Lussier, James Cameron (characters), Gale Anne Hurd (characters)",2015
tt2381249,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson",2 wins & 17 nominations.,N/A,"China, Hong Kong, USA",Christopher McQuarrie,15 Dec 2015,"Action, Adventure, Thriller",7.4,"227,586","English, Swedish, German",75,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",http://ia.media-imdb.com/images/M/MV5BMTQ1NDI2MzU2MF5BMl5BanBnXkFtZTgwNTExNTU5NDE@._V1_SX300.jpg,Paramount Pictures,PG-13,31 Jul 2015,True,131 min,Mission: Impossible - Rogue Nation,Mission: Impossible Rogue Nation continues the franchise's thrilling resurgence -- and proves that Tom Cruise remains an action star without equal.,255,certified,93,7.5,274,19,87,4.1,90618,movie,N/A,"Christopher McQuarrie (screenplay), Christopher McQuarrie (story), Drew Pearce (story), Bruce Geller (television series)",2015
tt2908446,"Kate Winslet, Jai Courtney, Mekhi Phifer, Shailene Woodley",2 wins & 6 nominations.,N/A,USA,Robert Schwentke,04 Aug 2015,"Adventure, Sci-Fi, Thriller",6.3,"153,764",English,42,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,http://ia.media-imdb.com/images/M/MV5BMTgxOTYxMTg3OF5BMl5BanBnXkFtZTgwMDgyMzA2NDE@._V1_SX300.jpg,Lionsgate Films,PG-13,20 Mar 2015,True,119 min,Insurgent,"Shailene Woodley gives it her all, but Insurgent is still a resounding step back for a franchise struggling to distinguish itself from the dystopian YA crowd.",52,rotten,29,5.1,182,130,59,3.5,75891,movie,N/A,"Brian Duffield (screenplay), Akiva Goldsman (screenplay), Mark Bomback (screenplay), Veronica Roth (novel)",2015
tt1951266,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",14 wins & 29 nominations.,N/A,"USA, Germany",Francis Lawrence,22 Mar 2016,"Adventure, Sci-Fi",6.6,"164,674",English,65,"As the war of Panem escalates to the destruction of other districts, Katniss Everdeen, the reluctant leader of the rebellion, must bring together an army against President Snow, while all she holds dear hangs in the balance.",http://ia.media-imdb.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_SX300.jpg,Lionsgate Films,PG-13,20 Nov 2015,True,137 min,The Hunger Games: Mockingjay - Part 2,"With the unflinchingly grim Mockingjay Part 2, The Hunger Games comes to an exciting, poignant, and overall satisfying conclusion.",172,fresh,70,6.5,246,74,66,3.6,200335,movie,http://www.thehungergames.movie/,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)",2015
tt3460252,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",Won 1 Oscar. Another 32 wins & 101 nominations.,N/A,USA,Quentin Tarantino,29 Mar 2016,"Crime, Drama, Mystery",7.9,"270,363","English, Spanish",68,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",http://ia.media-imdb.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_SX300.jpg,The Weinstein Company,R,30 Dec 2015,True,187 min,The Hateful Eight,"The Hateful Eight offers another well-aimed round from Quentin Tarantino's signature blend of action, humor, and over-the-top violence -- all while demonstrating an even stronger grip on his filmmaking craft.",200,certified,75,7.3,268,68,76,3.8,67970,movie,N/A,Quentin Tarantino,2015
tt2126355,"Dwayne Johnson, Carla Gugino, Alexandra Daddario, Ioan Gruffudd",10 nominations.,N/A,USA,Brad Peyton,20 Oct 2015,"Action, Adventure, Drama",6.1,"144,800",English,43,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",http://ia.media-imdb.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,Warner Bros.,PG-13,27 May 2015,True,114 min,San Andreas,"San Andreas has a great cast and outstanding special effects, but amidst all the senses-shattering destruction, the movie's characters and plot prove less than structurally sound.",101,rotten,48,5.2,210,109,52,3.3,64739,movie,N/A,"Carlton Cuse (screenplay), Andre Fabrizio (story), Jeremy Passmore (story), Carlton Cuse, Andre Fabrizio",2015
tt1823672,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser",1 nomination.,N/A,"USA, South Africa",Neill Blomkamp,16 Jun 2015,"Action, Crime, Drama",6.9,"170,109",English,41,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",http://ia.media-imdb.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_SX300.jpg,Sony Pictures,R,06 Mar 2015,True,120 min,Chappie,"Chappie boasts more of the big ideas and visual panache that director Neill Blomkamp has become known for -- and, sadly, more of the narrative shortcomings.",62,rotten,32,4.9,195,133,56,3.4,48464,movie,N/A,"Neill Blomkamp, Terri Tatchell",2015
tt1617661,"Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne",2 wins & 14 nominations.,N/A,"USA, Australia","Lana Wachowski, Lilly Wachowski",02 Jun 2015,"Action, Adventure, Sci-Fi",5.4,"137,915","English, Russian",40,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,http://ia.media-imdb.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,06 Feb 2015,True,127 min,Jupiter Ascending,"Pleasing to the eye but narratively befuddled, Jupiter Ascending delivers another visually thrilling misfire from the Wachowskis.",59,rotten,26,4.3,228,169,38,2.9,94484,movie,N/A,"Lilly Wachowski, Lana Wachowski",2015
tt1964418,"George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy",1 win & 15 nominations.,N/A,"USA, Spain",Brad Bird,13 Oct 2015,"Action, Adventure, Family",6.5,"127,535","English, French, Japanese",60,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",http://ia.media-imdb.com/images/M/MV5BMTQ0MDc5MjAyNF5BMl5BanBnXkFtZTgwMzU5Mzk1NjE@._V1_SX300.jpg,Walt Disney Pictures,PG,22 May 2015,True,130 min,Tomorrowland,"Ambitious and visually stunning, Tomorrowland is unfortunately weighted down by uneven storytelling.",124,rotten,50,5.9,249,125,50,3.3,87079,movie,N/A,"Damon Lindelof (screenplay), Brad Bird (screenplay), Damon Lindelof (story by), Brad Bird (story by), Jeff Jensen (story by)",2015
tt3079380,"Jude Law, Raad Rawi, Melissa McCarthy, Jessica Chaffin",Nominated for 2 Golden Globes. Another 3 wins & 17 nominations.,N/A,USA,Paul Feig,29 Sep 2015,"Action, Comedy, Crime",7.1,"167,366","English, French, Italian, German",75,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",http://ia.media-imdb.com/images/M/MV5BNjI5OTQ0MDQxM15BMl5BanBnXkFtZTgwMzcwNjMyNTE@._V1_SX300.jpg,20th Century Fox,R,05 Jun 2015,True,119 min,Spy,"Simultaneously broad and progressive, Spy offers further proof that Melissa McCarthy and writer-director Paul Feig bring out the best in one another -- and delivers scores of belly laughs along the way.",212,certified,94,7.2,226,14,79,3.9,80775,movie,N/A,Paul Feig,2015
tt2322441,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford",Nominated for 1 Oscar. Another 8 wins & 17 nominations.,N/A,USA,Sam Taylor-Johnson,N/A,"Drama, Romance",4.1,"218,080",English,46,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",http://ia.media-imdb.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_SX300.jpg,N/A,R,13 Feb 2015,True,125 min,Fifty Shades of Grey,"While creatively better endowed than its print counterpart, Fifty Shades of Grey is a less than satisfying experience on the screen.",60,rotten,25,4.2,242,182,42,2.9,81723,movie,N/A,"Kelly Marcel (screenplay), E.L. James (novel)",2015
tt2381941,"Will Smith, Margot Robbie, Adrian Martinez, Gerald McRaney",2 nominations.,N/A,"USA, Argentina","Glenn Ficarra, John Requa",02 Jun 2015,"Comedy, Crime, Drama",6.6,"148,421","English, Spanish",56,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",http://ia.media-imdb.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@._V1_SX300.jpg,Warner Bros. Pictures,R,27 Feb 2015,True,105 min,Focus,"Focus may have a few too many twists and turns, but it nearly skates by on its glamorous setting and the charm of its stars.",109,rotten,56,5.8,196,87,53,3.3,45312,movie,N/A,"Glenn Ficarra, John Requa",2015
tt4046784,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster",2 nominations.,N/A,USA,Wes Ball,15 Dec 2015,"Action, Sci-Fi, Thriller",6.4,"131,707",English,43,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",http://ia.media-imdb.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,20th Century Fox,PG-13,18 Sep 2015,True,132 min,The Scorch Trials,"Maze Runner: The Scorch Trials is an action-packed sequel at the cost of story, urgency, and mystery that the original offered.",62,rotten,49,5.4,127,65,55,3.4,60891,movie,N/A,"T.S. Nowlin (screenplay), James Dashner (novel)",2015
tt2637276,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",4 nominations.,N/A,USA,Seth MacFarlane,15 Dec 2015,Comedy,6.4,"113,821",English,48,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",http://ia.media-imdb.com/images/M/MV5BMjEwMDg3MDk1NF5BMl5BanBnXkFtZTgwNjYyODA1NTE@._V1_SX300.jpg,Universal Pictures,R,26 Jun 2015,True,115 min,Ted 2,"Ted 2 reunites Mark Wahlberg and Seth MacFarlane for another round of sophomoric, scatological humor -- and just as before, your enjoyment will depend on your tolerance for all of the above.",86,rotten,46,5.3,186,100,51,3.3,64075,movie,N/A,"Seth MacFarlane, Alec Sulkin, Wellesley Wild, Seth MacFarlane (based on characters created by)",2015
tt2446042,"Liam Neeson, Forest Whitaker, Famke Janssen, Maggie Grace",1 win & 2 nominations.,N/A,France,Olivier Megaton,21 Apr 2015,"Action, Thriller",6.0,"132,832","English, Russian",26,"Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.",http://ia.media-imdb.com/images/M/MV5BNjM5MDU3NTY0M15BMl5BanBnXkFtZTgwOTk2ODU2MzE@._V1_SX300.jpg,20th Century Fox,PG-13,09 Jan 2015,True,109 min,Taken 3,"Hampered by toothless PG-13 action sequences, incoherent direction, and a hackneyed plot, Taken 3 serves as a clear signal that it's well past time to retire this franchise.",12,rotten,11,3.5,105,93,44,3.1,67643,movie,N/A,"Luc Besson, Robert Mark Kamen, Luc Besson (characters), Robert Mark Kamen (characters)",2014
tt1502712,"Miles Teller, Michael B. Jordan, Kate Mara, Jamie Bell",8 wins & 4 nominations.,N/A,USA,Josh Trank,15 Dec 2015,"Action, Adventure, Sci-Fi",4.3,"109,633",English,27,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,http://ia.media-imdb.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@._V1_SX300.jpg,20th Century Fox,PG-13,07 Aug 2015,True,100 min,Fantastic Four,"Dull and downbeat, this Fantastic Four proves a woefully misguided attempt to translate a classic comic series without the humor, joy, or colorful thrills that made it great.",19,rotten,9,3.4,216,197,19,2.1,136669,movie,N/A,"Jeremy Slater (screenplay), Simon Kinberg (screenplay), Josh Trank (screenplay), Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)",2015
tt2120120,"Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage",1 win & 9 nominations.,N/A,"USA, China, Canada",Chris Columbus,27 Oct 2015,"Animation, Action, Comedy",5.6,"89,004",English,27,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",http://ia.media-imdb.com/images/M/MV5BMTYxMzM4NDY5N15BMl5BanBnXkFtZTgwNzg1NTI3MzE@._V1_SX300.jpg,Sony Pictures,PG-13,24 Jul 2015,True,106 min,Pixels,"Much like the worst arcade games from the era that inspired it, Pixels has little replay value and is hardly worth a quarter.",28,rotten,16,3.8,170,142,47,3.1,68715,movie,N/A,"Tim Herlihy (screenplay), Timothy Dowling (screenplay), Tim Herlihy (screen story), Patrick Jean (short film)",2015
tt1638355,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",4 wins & 2 nominations.,N/A,"USA, UK",Guy Ritchie,17 Nov 2015,"Action, Adventure, Comedy",7.3,"174,428","English, Russian, German, Italian",56,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",http://ia.media-imdb.com/images/M/MV5BMTc2NjQ4ODYyNF5BMl5BanBnXkFtZTgwODA3OTU5NTE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,14 Aug 2015,True,116 min,The Man from U.N.C.L.E.,"The Man from U.N.C.L.E. tries to distract from an unremarkable story with charismatic stars and fizzy set pieces, adding up to an uneven action thriller with just enough style to overcome its lack of substance.",156,fresh,67,6.2,234,78,74,3.7,45843,movie,N/A,"Guy Ritchie (screenplay), Lionel Wigram (screenplay), Jeff Kleeman (story), David C. Wilson (story), Guy Ritchie (story), Lionel Wigram (story), Sam Rolfe (television series)",2015
tt3682448,"Mark Rylance, Domenick Lombardozzi, Victor Verhaeghe, Mark Fichera",Won 1 Oscar. Another 28 wins & 88 nominations.,N/A,"USA, Germany, India",Steven Spielberg,02 Feb 2016,"Drama, History, Thriller",7.6,"176,806","English, German, Russian",81,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",http://ia.media-imdb.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_SX300.jpg,Dreamworks Pictures,PG-13,16 Oct 2015,True,142 min,Bridge of Spies,"Bridge of Spies finds new life in Hollywood's classic Cold War espionage thriller formula, thanks to reliably outstanding work from Steven Spielberg and Tom Hanks.",237,certified,92,7.8,259,22,87,4.0,62451,movie,N/A,"Matt Charman, Ethan Coen, Joel Coen",2015
